Sample	fastp_mqc-generalstats-fastp-pct_duplication	fastp_mqc-generalstats-fastp-after_filtering_q30_rate	fastp_mqc-generalstats-fastp-after_filtering_q30_bases	fastp_mqc-generalstats-fastp-after_filtering_gc_content	fastp_mqc-generalstats-fastp-pct_surviving	fastp_mqc-generalstats-fastp-pct_adapter	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
Tbi-CJos_057_Ex1_L4_r1							74.6211045898635	40.0	142.04969533209848	9.090909090909092	38370304.0
Tbi-CJos_057_Ex1_L4_r2							72.89042877904618	40.0	141.99150699978816	9.090909090909092	38370304.0
Tbi-CJos_059_Ex1_L4_fastp	70.9109	0.935599	8210685975.0	0.407597	98.45266663582105	24.258133703293787					
Tbi-CJos_059_Ex1_L4_r1							73.13623049899009	40.0	142.07725992412426	9.090909090909092	30875218.0
Tbi-CJos_059_Ex1_L4_r2							71.18420807078061	40.0	142.01916844765273	9.090909090909092	30875218.0
Tbi-CJos_060_Ex1_L4_fastp	72.3312	0.939846	5960355477.0	0.412486	97.72120414733175	24.12744006730477					
Tbi-CJos_060_Ex1_L4_r1							73.71944524268157	41.0	142.0508269958561	9.090909090909092	22317766.0
Tbi-CJos_060_Ex1_L4_r2							72.82742706230596	41.0	141.97746741318105	9.090909090909092	22317766.0
Tbi-CJos_067_Ex1_L4_fastp	73.5054	0.942499	5665237173.0	0.414759	98.75014391091129	26.272241067929443					
Tbi-CJos_067_Ex1_L4_r1							74.52804779020073	41.0	141.54172448659227	9.090909090909092	21228985.0
Tbi-CJos_067_Ex1_L4_r2							73.9563814394099	41.0	141.4766902421383	9.090909090909092	21228985.0
Tbi-CJos_068_Ex1_L4_fastp	72.7257	0.940578	6827087356.0	0.408417	98.39479981637595	23.29928460395008					
Tbi-CJos_068_Ex1_L4_r1							73.7863362241726	40.0	142.42079708581258	9.090909090909092	25474271.0
Tbi-CJos_068_Ex1_L4_r2							73.25710208368892	40.0	142.37828085443545	9.090909090909092	25474271.0
Tbi-CJos_070_Ex1_L4_fastp	69.7813	0.935837	2849447989.0	0.409611	98.47087422270303	25.114111468539623					
Tbi-CJos_070_Ex1_L4_r1							72.92410744428398	40.0	141.74895397528508	9.090909090909092	10737079.0
Tbi-CJos_070_Ex1_L4_r2							70.53693978527562	40.0	141.68876088180033	9.090909090909092	10737079.0
Tbi-CJos_071_Ex1_L4_fastp	71.3161	0.935491	8530668419.0	0.40897	98.42052928773873	24.04208606160324					
Tbi-CJos_071_Ex1_L4_r1							72.79136834024351	40.0	142.19523187426577	9.090909090909092	32057460.0
Tbi-CJos_071_Ex1_L4_r2							71.20785653860531	40.0	142.118576268987	9.090909090909092	32057460.0
Tbi-CJos_072_Ex1_L4_fastp	65.1614	0.936558	207005621.0	0.409853	97.84698541453461	23.403271061565594					
Tbi-CJos_072_Ex1_L4_r1							71.12637190837336	40.0	142.12252272882236	9.090909090909092	777317.0
Tbi-CJos_072_Ex1_L4_r2							70.34961941882172	41.0	142.08624280698865	9.090909090909092	777317.0
Tbi-CJos_073_Ex1_L4_fastp	70.6159	0.933471	4463120734.0	0.412091	98.35425991894499	21.186563562536033					
Tbi-CJos_073_Ex1_L4_r1							73.60314898641319	41.0	143.00876574911368	9.090909090909092	16713004.0
Tbi-CJos_073_Ex1_L4_r2							70.40953302609475	41.0	142.9237413573287	9.090909090909092	16713004.0
Tbi-CJos_080_Ex1_L4_fastp	73.13499999999999	0.941093	8685005493.0	0.40674	98.42555135852278	26.343897542502503					
Tbi-CJos_080_Ex1_L4_r1							73.57272180625067	40.0	141.4404605867739	9.090909090909092	32612834.0
Tbi-CJos_080_Ex1_L4_r2							73.39802707964151	40.0	141.4062637426726	9.090909090909092	32612834.0
Tbi-CJos_081_Ex1_L4_fastp	74.2571	0.936987	12516154466.0	0.409305	98.1669223307802	25.517692516450957					
Tbi-CJos_081_Ex1_L4_r1							74.39565187777984	40.0	141.54272958893	9.090909090909092	47172429.0
Tbi-CJos_081_Ex1_L4_r2							73.61957222233565	40.0	141.49027017455472	9.090909090909092	47172429.0
Tbi-CJos_085_Ex1_L4_fastp	70.2691	0.936568	7235369936.0	0.407729	98.59569616490302	24.55036850137939					
Tbi-CJos_085_Ex1_L4_r1							73.00865949166493	40.0	142.0049251898909	9.090909090909092	27197327.0
Tbi-CJos_085_Ex1_L4_r2							71.28431560842283	40.0	141.9079360997498	9.090909090909092	27197327.0
Tbi-CJos_086_Ex1_L4_fastp	71.0703	0.93682	7654561436.0	0.406943	98.32606563072667	26.018168688816072					
Tbi-CJos_086_Ex1_L4_r1							73.12408533938166	40.0	141.4802246445159	9.090909090909092	28866763.0
Tbi-CJos_086_Ex1_L4_r2							71.68759227153254	40.0	141.43296056436947	9.090909090909092	28866763.0
Tbi-CJos_087_Ex1_L4_fastp	71.1187	0.935992	9823251419.0	0.408158	98.54202647618666	24.721164423074384					
Tbi-CJos_087_Ex1_L4_r1							72.56183195188098	40.0	141.9246585576657	9.090909090909092	36963123.0
Tbi-CJos_087_Ex1_L4_r2							71.30712154044866	40.0	141.86743549780684	9.090909090909092	36963123.0
Tbi-CJos_091_Ex1_L4_fastp	72.0281	0.937891	4745583916.0	0.409888	97.91049451880372	21.770480389868812					
Tbi-CJos_091_Ex1_L4_r1							72.94448111882011	40.0	142.82787997204713	9.090909090909092	17708375.0
Tbi-CJos_091_Ex1_L4_r2							71.67245090746314	41.0	142.76704903753168	9.090909090909092	17708375.0
Tbi-CJos_092_Ex1_L4_fastp	73.6994	0.937624	9345735744.0	0.406612	98.48682760414034	25.693978014362866					
Tbi-CJos_092_Ex1_L4_r1							74.87572969166578	40.0	141.53614439519706	9.090909090909092	35200506.0
Tbi-CJos_092_Ex1_L4_r2							73.26093069896203	40.0	141.49097345362023	9.090909090909092	35200506.0
Tbi-CJos_093_Ex1_L4_fastp	73.3002	0.936323	10499636034.0	0.406301	98.03212295203848	23.798609718822856					
Tbi-CJos_093_Ex1_L4_r1							74.15288889926306	40.0	142.25017907989061	9.090909090909092	39405597.0
Tbi-CJos_093_Ex1_L4_r2							72.8411495346251	40.0	142.18060475013232	9.090909090909092	39405597.0
Tbi-CJos_095_Ex1_L4_fastp	72.5482	0.941976	4934345053.0	0.41338	98.62967132368092	29.04885975628277					
Tbi-CJos_095_Ex1_L4_r1							74.04309427171702	41.0	140.4921282654929	9.090909090909092	18638840.0
Tbi-CJos_095_Ex1_L4_r2							73.04386522750463	41.0	140.4235996982645	9.090909090909092	18638840.0
