Sample	Protists_1k	Bacteria_24k	Human	Bird	Fungi_RefSeq_release	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Sde-ABul_091-Ex1-cssl.clmp.fp2_r1_screen	165310.0	535784.0	16444.0	9111.0	11056.0	3078.0	2091.0	910.0	34.0	0.0	0.0	5233755.0	12420618.0
Sde-ABul_091-Ex1-cssl.clmp.fp2_r2_screen	168190.0	528477.0	16429.0	8483.0	10743.0	2992.0	1987.0	878.0	23.0	0.0	0.0	5208094.0	12451895.0
Sde-ABul_092-Ex1-cssl.clmp.fp2_r1_screen	177515.0	175559.0	19441.0	15803.0	12241.0	3979.0	2482.0	913.0	36.0	2.0	0.0	6463101.0	14349038.0
Sde-ABul_092-Ex1-cssl.clmp.fp2_r2_screen	181646.0	174065.0	19335.0	15367.0	12186.0	3735.0	2331.0	846.0	40.0	0.0	1.0	6433934.0	14376624.0
Sde-ABul_093-Ex1-cssl.clmp.fp2_r1_screen	184487.0	123953.0	17133.0	22171.0	12729.0	3551.0	2059.0	729.0	16.0	0.0	0.0	7114050.0	13807902.0
Sde-ABul_093-Ex1-cssl.clmp.fp2_r2_screen	190385.0	122307.0	17118.0	21450.0	12450.0	3571.0	2013.0	692.0	32.0	0.0	0.0	7089571.0	13829191.0
Sde-ABul_094-Ex1-cssl.clmp.fp2_r1_screen	127505.0	125939.0	11062.0	7394.0	8393.0	2639.0	1383.0	598.0	9.0	0.0	0.0	4507796.0	9163944.0
Sde-ABul_094-Ex1-cssl.clmp.fp2_r2_screen	130641.0	124202.0	11296.0	7129.0	8201.0	2487.0	1347.0	577.0	21.0	0.0	0.0	4491465.0	9179296.0
Sde-ABul_095-Ex1-cssl.clmp.fp2_r1_screen	116646.0	135963.0	37186.0	5392.0	8254.0	2162.0	1094.0	645.0	14.0	0.0	0.0	4764314.0	7090608.0
Sde-ABul_095-Ex1-cssl.clmp.fp2_r2_screen	119064.0	134758.0	36901.0	5180.0	8242.0	2067.0	1103.0	611.0	18.0	1.0	0.0	4746698.0	7107635.0
Sde-ABul_096-Ex1-cssl.clmp.fp2_r1_screen	122858.0	85230.0	12324.0	6112.0	8286.0	2438.0	1300.0	563.0	64.0	2.0	0.0	3580004.0	9830498.0
Sde-ABul_096-Ex1-cssl.clmp.fp2_r2_screen	125939.0	84187.0	12515.0	5967.0	7964.0	2430.0	1321.0	522.0	15.0	0.0	0.0	3567401.0	9841418.0
Sde-AGui_001-Ex1-cssl.clmp.fp2_r1_screen	48599.0	111525.0	14419.0	3970.0	2882.0	473.0	205.0	373.0	12.0	0.0	0.0	4596073.0	2463861.0
Sde-AGui_001-Ex1-cssl.clmp.fp2_r2_screen	51067.0	111017.0	14301.0	3748.0	2786.0	470.0	186.0	337.0	21.0	0.0	0.0	4587355.0	2471104.0
Sde-AGui_002-Ex1-cssl.clmp.fp2_r1_screen	16019.0	54223.0	10498.0	1157.0	1374.0	211.0	78.0	163.0	3.0	0.0	0.0	1277075.0	924723.0
Sde-AGui_002-Ex1-cssl.clmp.fp2_r2_screen	16667.0	54075.0	10481.0	1087.0	1386.0	190.0	80.0	145.0	12.0	0.0	0.0	1274850.0	926551.0
Sde-AGui_003-Ex1-cssl.clmp.fp2_r1_screen	28559.0	141601.0	21920.0	3514.0	3025.0	271.0	131.0	448.0	3.0	0.0	0.0	2088470.0	2117028.0
Sde-AGui_003-Ex1-cssl.clmp.fp2_r2_screen	29606.0	140472.0	21970.0	3682.0	3085.0	299.0	145.0	426.0	29.0	0.0	0.0	2081620.0	2123636.0
Sde-AGui_004-Ex1-cssl.clmp.fp2_r1_screen	21117.0	33460.0	7808.0	1333.0	1557.0	349.0	124.0	243.0	7.0	0.0	0.0	1040905.0	1516088.0
Sde-AGui_004-Ex1-cssl.clmp.fp2_r2_screen	21619.0	33052.0	7785.0	1397.0	1543.0	330.0	136.0	235.0	13.0	0.0	0.0	1038957.0	1517924.0
Sde-AGui_005-Ex1-cssl.clmp.fp2_r1_screen	11815.0	32099.0	5817.0	1523.0	955.0	124.0	62.0	105.0	6.0	0.0	0.0	1355242.0	510949.0
Sde-AGui_005-Ex1-cssl.clmp.fp2_r2_screen	12748.0	31626.0	5785.0	1443.0	923.0	124.0	65.0	96.0	7.0	0.0	0.0	1352245.0	513635.0
Sde-AGui_006-Ex1-cssl.clmp.fp2_r1_screen	13842.0	15005.0	4608.0	1196.0	781.0	243.0	101.0	129.0	12.0	1.0	0.0	811616.0	1172807.0
Sde-AGui_006-Ex1-cssl.clmp.fp2_r2_screen	13994.0	14749.0	4661.0	1150.0	751.0	246.0	93.0	121.0	7.0	0.0	0.0	809539.0	1175030.0
Sde-AGui_007-Ex1-cssl.clmp.fp2_r1_screen	21208.0	52911.0	16534.0	1474.0	1976.0	398.0	125.0	249.0	24.0	0.0	0.0	1285275.0	1850570.0
Sde-AGui_007-Ex1-cssl.clmp.fp2_r2_screen	22221.0	52416.0	16475.0	1477.0	1976.0	362.0	138.0	247.0	1.0	1.0	0.0	1282276.0	1853154.0
Sde-AGui_008-Ex1-cssl.clmp.fp2_r1_screen	11711.0	6044.0	2120.0	1079.0	666.0	179.0	71.0	91.0	12.0	0.0	0.0	716253.0	727379.0
Sde-AGui_008-Ex1-cssl.clmp.fp2_r2_screen	12229.0	5934.0	2087.0	1100.0	653.0	153.0	67.0	69.0	8.0	0.0	0.0	714020.0	729285.0
Sde-AGui_009-Ex1-cssl.clmp.fp2_r1_screen	20635.0	11932.0	5596.0	1777.0	1403.0	334.0	162.0	147.0	21.0	0.0	0.0	1369294.0	1517923.0
Sde-AGui_009-Ex1-cssl.clmp.fp2_r2_screen	21816.0	11945.0	5601.0	1742.0	1337.0	310.0	149.0	129.0	9.0	0.0	0.0	1366505.0	1519681.0
Sde-AGui_010-Ex1-cssl.clmp.fp2_r1_screen	15731.0	13145.0	6527.0	1084.0	1085.0	298.0	115.0	133.0	27.0	0.0	0.0	731203.0	1263275.0
Sde-AGui_010-Ex1-cssl.clmp.fp2_r2_screen	16049.0	13106.0	6536.0	1126.0	1077.0	269.0	100.0	153.0	5.0	0.0	0.0	729301.0	1264901.0
Sde-AGui_011-Ex1-cssl.clmp.fp2_r1_screen	20862.0	17437.0	3436.0	2453.0	1192.0	240.0	114.0	149.0	19.0	0.0	0.0	1787432.0	1084129.0
Sde-AGui_011-Ex1-cssl.clmp.fp2_r2_screen	22288.0	17185.0	3443.0	2357.0	1240.0	218.0	96.0	103.0	52.0	0.0	0.0	1782268.0	1088213.0
Sde-AGui_012-Ex1-cssl.clmp.fp2_r1_screen	6081.0	10630.0	3355.0	817.0	394.0	76.0	37.0	46.0	7.0	0.0	0.0	674314.0	256291.0
Sde-AGui_012-Ex1-cssl.clmp.fp2_r2_screen	6549.0	10515.0	3345.0	797.0	417.0	79.0	35.0	64.0	0.0	0.0	0.0	673004.0	257243.0
Sde-AGui_013-Ex1-cssl.clmp.fp2_r1_screen	9342.0	21455.0	2924.0	1253.0	654.0	89.0	37.0	133.0	12.0	0.0	0.0	1540984.0	363896.0
Sde-AGui_013-Ex1-cssl.clmp.fp2_r2_screen	10477.0	20889.0	3003.0	1225.0	679.0	102.0	38.0	106.0	8.0	1.0	0.0	1537832.0	366419.0
Sde-AGui_014-Ex1-cssl.clmp.fp2_r1_screen	14251.0	44243.0	6041.0	1206.0	868.0	171.0	78.0	169.0	13.0	0.0	0.0	3259468.0	617655.0
Sde-AGui_014-Ex1-cssl.clmp.fp2_r2_screen	16379.0	43416.0	6068.0	1149.0	909.0	159.0	67.0	158.0	12.0	0.0	0.0	3253063.0	622783.0
Sde-AGui_015-Ex1-cssl.clmp.fp2_r1_screen	19522.0	42049.0	46332.0	1334.0	1103.0	267.0	99.0	230.0	56.0	1.0	0.0	1937093.0	1135136.0
Sde-AGui_015-Ex1-cssl.clmp.fp2_r2_screen	20735.0	42006.0	46280.0	1341.0	1132.0	254.0	95.0	204.0	22.0	0.0	0.0	1932197.0	1138956.0
Sde-AGui_016-Ex1-cssl.clmp.fp2_r1_screen	9339.0	15265.0	3238.0	1015.0	561.0	179.0	62.0	69.0	16.0	0.0	0.0	863667.0	624445.0
Sde-AGui_016-Ex1-cssl.clmp.fp2_r2_screen	10004.0	15011.0	3192.0	1036.0	466.0	167.0	61.0	56.0	8.0	0.0	0.0	861436.0	626419.0
Sde-AGui_017-Ex1-cssl.clmp.fp2_r1_screen	9387.0	11570.0	2276.0	548.0	561.0	168.0	64.0	74.0	18.0	1.0	0.0	854540.0	594241.0
Sde-AGui_017-Ex1-cssl.clmp.fp2_r2_screen	9878.0	11373.0	2291.0	517.0	565.0	180.0	60.0	64.0	4.0	1.0	0.0	852653.0	595862.0
Sde-AGui_018-Ex1-cssl.clmp.fp2_r1_screen	14356.0	71026.0	4441.0	649.0	841.0	130.0	66.0	331.0	16.0	2.0	0.0	1083106.0	934864.0
Sde-AGui_018-Ex1-cssl.clmp.fp2_r2_screen	14854.0	69805.0	4461.0	707.0	825.0	97.0	42.0	299.0	5.0	0.0	0.0	1079860.0	938873.0
Sde-AGui_019-Ex1-cssl.clmp.fp2_r1_screen	21629.0	79201.0	14620.0	2460.0	1838.0	215.0	78.0	430.0	18.0	0.0	0.0	2936569.0	1337792.0
Sde-AGui_019-Ex1-cssl.clmp.fp2_r2_screen	23605.0	77751.0	14628.0	2416.0	1784.0	170.0	77.0	409.0	18.0	0.0	0.0	2928729.0	1345263.0
Sde-AGui_020-Ex1-cssl.clmp.fp2_r1_screen	8736.0	24639.0	6095.0	925.0	832.0	114.0	55.0	134.0	23.0	0.0	0.0	1258871.0	519877.0
Sde-AGui_020-Ex1-cssl.clmp.fp2_r2_screen	9085.0	24598.0	6133.0	938.0	785.0	98.0	51.0	156.0	5.0	0.0	0.0	1256390.0	522062.0
Sde-AGui_021-Ex1-cssl.clmp.fp2_r1_screen	21865.0	37019.0	7367.0	3213.0	1173.0	223.0	83.0	189.0	34.0	1.0	0.0	3489012.0	686217.0
Sde-AGui_021-Ex1-cssl.clmp.fp2_r2_screen	24094.0	36242.0	7499.0	3201.0	1188.0	213.0	78.0	184.0	25.0	3.0	0.0	3481082.0	692587.0
Sde-AGui_022-Ex1-cssl.clmp.fp2_r1_screen	23846.0	30639.0	15836.0	2650.0	1578.0	414.0	139.0	163.0	3.0	0.0	0.0	2601857.0	1489606.0
Sde-AGui_022-Ex1-cssl.clmp.fp2_r2_screen	25108.0	30141.0	15727.0	2569.0	1591.0	368.0	141.0	177.0	10.0	0.0	0.0	2597126.0	1493773.0
Sde-AGui_023-Ex1-cssl.clmp.fp2_r1_screen	6759.0	16799.0	5179.0	642.0	503.0	84.0	28.0	99.0	3.0	0.0	0.0	718374.0	403022.0
Sde-AGui_023-Ex1-cssl.clmp.fp2_r2_screen	7344.0	16828.0	5194.0	670.0	481.0	106.0	15.0	75.0	3.0	0.0	0.0	716603.0	404173.0
Sde-AGui_024-Ex1-cssl.clmp.fp2_r1_screen	22889.0	28925.0	16536.0	1821.0	1415.0	433.0	146.0	204.0	12.0	0.0	0.0	1397582.0	1567777.0
Sde-AGui_024-Ex1-cssl.clmp.fp2_r2_screen	23639.0	28303.0	16349.0	1823.0	1342.0	375.0	148.0	194.0	9.0	0.0	0.0	1393832.0	1571726.0
Sde-AGui_025-Ex1-cssl.clmp.fp2_r1_screen	11750.0	31404.0	7070.0	1414.0	762.0	130.0	112.0	161.0	4.0	0.0	0.0	2484009.0	528822.0
Sde-AGui_025-Ex1-cssl.clmp.fp2_r2_screen	13234.0	31476.0	7042.0	1333.0	781.0	118.0	95.0	150.0	4.0	0.0	0.0	2478904.0	532501.0
Sde-AGui_026-Ex1-cssl.clmp.fp2_r1_screen	14118.0	66357.0	12495.0	1335.0	999.0	135.0	68.0	290.0	2.0	2.0	0.0	1680557.0	806684.0
Sde-AGui_026-Ex1-cssl.clmp.fp2_r2_screen	15060.0	65544.0	12552.0	1429.0	996.0	119.0	48.0	270.0	5.0	0.0	0.0	1676978.0	810041.0
Sde-AGui_027-Ex1-cssl.clmp.fp2_r1_screen	21507.0	34358.0	37293.0	3493.0	1356.0	219.0	110.0	211.0	10.0	2.0	0.0	2795167.0	945634.0
Sde-AGui_027-Ex1-cssl.clmp.fp2_r2_screen	23518.0	34265.0	37350.0	3306.0	1407.0	212.0	92.0	210.0	12.0	1.0	0.0	2787594.0	951393.0
Sde-AGui_028-Ex1-cssl.clmp.fp2_r1_screen	2239.0	6419.0	1868.0	223.0	266.0	35.0	13.0	32.0	1.0	0.0	0.0	196652.0	125021.0
Sde-AGui_028-Ex1-cssl.clmp.fp2_r2_screen	2362.0	6272.0	1880.0	247.0	275.0	28.0	10.0	32.0	1.0	0.0	0.0	197906.0	123756.0
Sde-AGui_029-Ex1-cssl.clmp.fp2_r1_screen	3788.0	37068.0	17357.0	256.0	901.0	67.0	28.0	135.0	1.0	0.0	0.0	471549.0	195059.0
Sde-AGui_029-Ex1-cssl.clmp.fp2_r2_screen	4057.0	36742.0	17314.0	245.0	900.0	62.0	20.0	110.0	2.0	0.0	0.0	470391.0	196366.0
Sde-AGui_030-Ex1-cssl.clmp.fp2_r1_screen	15883.0	41553.0	3068.0	1934.0	925.0	209.0	82.0	74.0	4.0	0.0	0.0	2205526.0	482358.0
Sde-AGui_030-Ex1-cssl.clmp.fp2_r2_screen	17711.0	40957.0	3136.0	1832.0	995.0	198.0	70.0	91.0	5.0	0.0	0.0	2199585.0	487036.0
Sde-AGui_031-Ex1-cssl.clmp.fp2_r1_screen	12943.0	26209.0	2908.0	1894.0	961.0	230.0	76.0	105.0	3.0	0.0	0.0	1351659.0	819045.0
Sde-AGui_031-Ex1-cssl.clmp.fp2_r2_screen	13801.0	25925.0	2907.0	1848.0	934.0	181.0	57.0	82.0	5.0	0.0	0.0	1348145.0	822148.0
Sde-AGui_032-Ex1-cssl.clmp.fp2_r1_screen	27558.0	146172.0	16821.0	1561.0	2151.0	297.0	118.0	655.0	4.0	0.0	0.0	1577110.0	2116203.0
Sde-AGui_032-Ex1-cssl.clmp.fp2_r2_screen	27873.0	143473.0	16793.0	1439.0	2048.0	296.0	115.0	590.0	5.0	1.0	0.0	1571259.0	2124758.0
Sde-AGui_033-Ex1-cssl.clmp.fp2_r1_screen	21666.0	130288.0	19571.0	1309.0	1330.0	193.0	84.0	510.0	8.0	0.0	0.0	1701297.0	1494667.0
Sde-AGui_033-Ex1-cssl.clmp.fp2_r2_screen	22527.0	128604.0	19578.0	1264.0	1320.0	172.0	82.0	489.0	7.0	1.0	0.0	1696482.0	1500397.0
Sde-AGui_034-Ex1-cssl.clmp.fp2_r1_screen	6333.0	25999.0	7141.0	475.0	574.0	55.0	17.0	217.0	3.0	0.0	0.0	380413.0	487373.0
Sde-AGui_034-Ex1-cssl.clmp.fp2_r2_screen	6375.0	25617.0	7221.0	438.0	572.0	58.0	15.0	230.0	3.0	0.0	0.0	379790.0	488281.0
Sde-AGui_035-Ex1-cssl.clmp.fp2_r1_screen	13229.0	42971.0	5144.0	1051.0	801.0	134.0	56.0	140.0	8.0	1.0	0.0	1962682.0	537640.0
Sde-AGui_035-Ex1-cssl.clmp.fp2_r2_screen	14870.0	42814.0	5083.0	1062.0	808.0	105.0	34.0	136.0	12.0	0.0	0.0	1956421.0	542512.0
Sde-AMar_055-Ex1b-cssl2.clmp.fp2_r1_screen	6827.0	35323.0	2986.0	200.0	456.0	91.0	39.0	87.0	1.0	0.0	0.0	880054.0	307208.0
Sde-AMar_055-Ex1b-cssl2.clmp.fp2_r2_screen	7067.0	35363.0	2935.0	204.0	449.0	87.0	38.0	89.0	1.0	1.0	0.0	878104.0	308934.0
Sde-AMar_061-Ex1b-cssl2.clmp.fp2_r1_screen	8186.0	19883.0	2162.0	246.0	489.0	121.0	41.0	67.0	2.0	0.0	0.0	748738.0	342757.0
Sde-AMar_061-Ex1b-cssl2.clmp.fp2_r2_screen	8470.0	19661.0	2129.0	265.0	481.0	87.0	36.0	55.0	3.0	0.0	0.0	747288.0	344217.0
Sde-AMat_002-Ex1-cssl2.clmp.fp2_r1_screen	452.0	814.0	158.0	67.0	30.0	9.0	8.0	3.0	0.0	0.0	0.0	79457.0	30923.0
Sde-AMat_002-Ex1-cssl2.clmp.fp2_r2_screen	532.0	804.0	142.0	59.0	35.0	10.0	3.0	2.0	1.0	0.0	0.0	79566.0	30767.0
Sde-AMat_005-Ex1-cssl2.clmp.fp2_r1_screen	27472.0	5573.0	3179.0	961.0	1486.0	638.0	225.0	114.0	9.0	1.0	0.0	1039665.0	1029964.0
Sde-AMat_005-Ex1-cssl2.clmp.fp2_r2_screen	28398.0	5716.0	3162.0	939.0	1451.0	579.0	180.0	115.0	10.0	0.0	0.0	1035187.0	1033550.0
Sde-ATum_001-Ex1-cssl.clmp.fp2_r1_screen	53275.0	130801.0	8482.0	9204.0	4125.0	1193.0	713.0	804.0	29.0	0.0	0.0	2805003.0	3602461.0
Sde-ATum_001-Ex1-cssl.clmp.fp2_r2_screen	54889.0	128094.0	8593.0	8902.0	4098.0	1203.0	675.0	693.0	27.0	1.0	0.0	2789914.0	3619001.0
Sde-ATum_002-Ex1-cssl.clmp.fp2_r1_screen	85727.0	29175.0	9367.0	9750.0	6335.0	2418.0	1377.0	536.0	52.0	0.0	0.0	3111946.0	8560017.0
Sde-ATum_002-Ex1-cssl.clmp.fp2_r2_screen	88246.0	29053.0	9404.0	9589.0	6263.0	2362.0	1287.0	504.0	35.0	0.0	0.0	3096942.0	8573015.0
Sde-ATum_003-Ex1-cssl.clmp.fp2_r1_screen	73614.0	22275.0	6987.0	3425.0	4767.0	1738.0	1053.0	376.0	30.0	0.0	0.0	1811491.0	8312180.0
Sde-ATum_003-Ex1-cssl.clmp.fp2_r2_screen	75212.0	21694.0	6816.0	3347.0	4813.0	1684.0	1114.0	366.0	22.0	0.0	0.0	1805569.0	8317299.0
Sde-ATum_004-Ex1-cssl.clmp.fp2_r1_screen	61954.0	34184.0	6977.0	8510.0	4445.0	1735.0	968.0	356.0	25.0	1.0	0.0	2154809.0	6906347.0
Sde-ATum_004-Ex1-cssl.clmp.fp2_r2_screen	63479.0	33996.0	7143.0	8089.0	4558.0	1709.0	951.0	407.0	12.0	0.0	0.0	2145357.0	6914610.0
Sde-ATum_007-Ex1-cssl.clmp.fp2_r1_screen	70823.0	57696.0	8819.0	13324.0	5116.0	1952.0	1124.0	552.0	34.0	2.0	0.0	3399309.0	5627491.0
Sde-ATum_007-Ex1-cssl.clmp.fp2_r2_screen	73955.0	56592.0	8780.0	12956.0	4953.0	1942.0	1219.0	617.0	21.0	0.0	0.0	3384855.0	5640352.0
Sde-ATum_008-Ex1-cssl.clmp.fp2_r1_screen	62935.0	27573.0	7149.0	6966.0	4321.0	1807.0	989.0	389.0	77.0	0.0	0.0	1866022.0	6515666.0
Sde-ATum_008-Ex1-cssl.clmp.fp2_r2_screen	63424.0	27260.0	7081.0	6573.0	4306.0	1707.0	920.0	330.0	12.0	0.0	0.0	1857272.0	6525009.0
Sde-ATum_009-Ex1-cssl.clmp.fp2_r1_screen	61065.0	19367.0	7887.0	9687.0	4800.0	1839.0	1142.0	393.0	92.0	0.0	0.0	1974801.0	7517970.0
Sde-ATum_009-Ex1-cssl.clmp.fp2_r2_screen	62389.0	18891.0	8003.0	9185.0	4684.0	1828.0	1171.0	433.0	19.0	0.0	0.0	1967751.0	7524689.0
Sde-ATum_010-Ex1-cssl.clmp.fp2_r1_screen	51718.0	43751.0	11019.0	9151.0	4460.0	1430.0	734.0	344.0	25.0	0.0	0.0	2192705.0	4277306.0
Sde-ATum_010-Ex1-cssl.clmp.fp2_r2_screen	52423.0	42830.0	11262.0	9101.0	4410.0	1507.0	749.0	328.0	23.0	0.0	0.0	2181496.0	4288514.0
Sde-ATum_011-Ex1-cssl.clmp.fp2_r1_screen	40848.0	22954.0	4758.0	3678.0	3167.0	1001.0	597.0	245.0	21.0	0.0	0.0	1188378.0	3521216.0
Sde-ATum_011-Ex1-cssl.clmp.fp2_r2_screen	41902.0	22931.0	4725.0	3743.0	3043.0	1051.0	583.0	274.0	16.0	0.0	0.0	1187379.0	3521216.0
Sde-ATum_012-Ex1-cssl.clmp.fp2_r1_screen	53334.0	42938.0	6300.0	7437.0	3508.0	1497.0	790.0	336.0	19.0	0.0	0.0	1961229.0	5389855.0
Sde-ATum_012-Ex1-cssl.clmp.fp2_r2_screen	54384.0	42121.0	6264.0	7206.0	3584.0	1502.0	801.0	312.0	29.0	0.0	0.0	1952971.0	5398069.0
Sde-ATum_013-Ex1-cssl.clmp.fp2_r1_screen	56104.0	29544.0	6390.0	6590.0	3979.0	1576.0	931.0	339.0	19.0	0.0	0.0	1776132.0	6948070.0
Sde-ATum_013-Ex1-cssl.clmp.fp2_r2_screen	56962.0	29490.0	6360.0	6423.0	4015.0	1601.0	928.0	329.0	22.0	0.0	0.0	1773708.0	6949836.0
Sde-ATum_014-Ex1-cssl.clmp.fp2_r1_screen	66344.0	70169.0	8873.0	6202.0	5094.0	1734.0	1187.0	514.0	38.0	0.0	0.0	3178250.0	6497791.0
Sde-ATum_014-Ex1-cssl.clmp.fp2_r2_screen	68550.0	68958.0	8901.0	6031.0	4989.0	1650.0	1252.0	490.0	33.0	1.0	0.0	3167714.0	6507627.0
Sde-ATum_017-Ex1-cssl.clmp.fp2_r1_screen	60894.0	56788.0	6970.0	4915.0	4659.0	1573.0	912.0	418.0	16.0	0.0	0.0	2089511.0	6588292.0
Sde-ATum_017-Ex1-cssl.clmp.fp2_r2_screen	62416.0	56263.0	7221.0	4662.0	4539.0	1497.0	875.0	430.0	15.0	0.0	0.0	2083449.0	6593581.0
Sde-ATum_018-Ex1-cssl.clmp.fp2_r1_screen	72273.0	44427.0	8371.0	10069.0	5316.0	2153.0	1386.0	489.0	31.0	0.0	0.0	2361843.0	8376655.0
Sde-ATum_018-Ex1-cssl.clmp.fp2_r2_screen	73264.0	43580.0	8201.0	9594.0	5308.0	2116.0	1400.0	500.0	19.0	0.0	0.0	2358023.0	8381008.0
Sde-ATum_019-Ex1-cssl.clmp.fp2_r1_screen	62318.0	73474.0	7780.0	2402.0	4108.0	1364.0	900.0	457.0	25.0	0.0	0.0	1760055.0	5981804.0
Sde-ATum_019-Ex1-cssl.clmp.fp2_r2_screen	63704.0	72673.0	7814.0	2386.0	4093.0	1412.0	895.0	442.0	13.0	0.0	0.0	1753135.0	5988120.0
Sde-ATum_020-Ex1-cssl.clmp.fp2_r1_screen	74010.0	63424.0	7985.0	9992.0	5182.0	1994.0	1039.0	558.0	57.0	0.0	0.0	2173932.0	6217160.0
Sde-ATum_020-Ex1-cssl.clmp.fp2_r2_screen	75690.0	61736.0	8150.0	9567.0	4880.0	2029.0	999.0	474.0	17.0	0.0	0.0	2162654.0	6229137.0
Sde-ATum_021-Ex1-cssl.clmp.fp2_r1_screen	67194.0	92259.0	8463.0	5510.0	4848.0	1663.0	989.0	495.0	83.0	0.0	0.0	2641577.0	6266038.0
Sde-ATum_021-Ex1-cssl.clmp.fp2_r2_screen	68263.0	90403.0	8667.0	5363.0	4765.0	1713.0	1029.0	466.0	17.0	0.0	0.0	2639668.0	6268765.0
Sde-ATum_022-Ex1-cssl.clmp.fp2_r1_screen	55528.0	55529.0	6337.0	1918.0	3807.0	1127.0	798.0	258.0	20.0	0.0	0.0	1261738.0	5503447.0
Sde-ATum_022-Ex1-cssl.clmp.fp2_r2_screen	56066.0	55129.0	6336.0	1792.0	3719.0	1159.0	796.0	275.0	6.0	0.0	0.0	1259025.0	5506204.0
Sde-ATum_023-Ex1-cssl.clmp.fp2_r1_screen	62285.0	20821.0	7220.0	7678.0	4291.0	1833.0	1037.0	354.0	25.0	0.0	0.0	1772592.0	7108156.0
Sde-ATum_023-Ex1-cssl.clmp.fp2_r2_screen	63769.0	20805.0	7133.0	7470.0	4325.0	1899.0	1089.0	361.0	24.0	0.0	0.0	1766767.0	7112650.0
Sde-ATum_024-Ex1-cssl.clmp.fp2_r1_screen	51574.0	19053.0	6043.0	8112.0	3566.0	1579.0	825.0	306.0	31.0	0.0	0.0	1925408.0	5332252.0
Sde-ATum_024-Ex1-cssl.clmp.fp2_r2_screen	52919.0	18654.0	5951.0	7846.0	3615.0	1566.0	819.0	313.0	15.0	0.0	0.0	1918185.0	5338866.0
Sde-ATum_025-Ex1-cssl.clmp.fp2_r1_screen	40309.0	16981.0	5065.0	6285.0	3136.0	1321.0	687.0	288.0	18.0	0.0	0.0	1602025.0	4499692.0
Sde-ATum_025-Ex1-cssl.clmp.fp2_r2_screen	41998.0	16642.0	4993.0	6056.0	3189.0	1279.0	716.0	299.0	14.0	0.0	0.0	1594753.0	4505868.0
Sde-ATum_026-Ex1-cssl.clmp.fp2_r1_screen	98805.0	28640.0	10217.0	11681.0	6507.0	2824.0	1290.0	596.0	37.0	0.0	0.0	2506577.0	8446049.0
Sde-ATum_026-Ex1-cssl.clmp.fp2_r2_screen	99484.0	27928.0	10251.0	11442.0	6306.0	2814.0	1203.0	556.0	21.0	0.0	0.0	2498278.0	8454940.0
Sde-ATum_027-Ex1-cssl.clmp.fp2_r1_screen	92400.0	38152.0	10939.0	14444.0	6517.0	2584.0	1347.0	595.0	27.0	1.0	0.0	2682255.0	9316668.0
Sde-ATum_027-Ex1-cssl.clmp.fp2_r2_screen	94349.0	36971.0	10758.0	14070.0	6389.0	2528.0	1336.0	571.0	20.0	0.0	0.0	2671320.0	9327617.0
Sde-ATum_029-Ex1-cssl.clmp.fp2_r1_screen	80040.0	29167.0	8587.0	7224.0	5985.0	2241.0	1211.0	468.0	27.0	0.0	0.0	1922508.0	8365327.0
Sde-ATum_029-Ex1-cssl.clmp.fp2_r2_screen	81376.0	28516.0	8541.0	7067.0	5822.0	2251.0	1172.0	425.0	18.0	0.0	0.0	1918101.0	8369496.0
Sde-ATum_030-Ex1-cssl.clmp.fp2_r1_screen	70248.0	67145.0	8003.0	2469.0	4756.0	1433.0	962.0	384.0	18.0	0.0	0.0	2046645.0	6293548.0
Sde-ATum_030-Ex1-cssl.clmp.fp2_r2_screen	70469.0	65772.0	8017.0	2466.0	4699.0	1455.0	1004.0	391.0	9.0	0.0	0.0	2046931.0	6294398.0
Sde-ATum_031-Ex1-cssl.clmp.fp2_r1_screen	82104.0	55050.0	10473.0	13511.0	5571.0	2228.0	1123.0	517.0	45.0	0.0	0.0	3119743.0	6937687.0
Sde-ATum_031-Ex1-cssl.clmp.fp2_r2_screen	83971.0	53835.0	10542.0	13283.0	5427.0	2244.0	1137.0	520.0	28.0	0.0	0.0	3103013.0	6954052.0
Sde-ATum_032-Ex1-cssl.clmp.fp2_r1_screen	58752.0	85179.0	7084.0	6125.0	4235.0	1463.0	851.0	385.0	60.0	0.0	0.0	2059937.0	5781941.0
Sde-ATum_032-Ex1-cssl.clmp.fp2_r2_screen	59677.0	82286.0	6980.0	5884.0	4162.0	1399.0	802.0	366.0	9.0	0.0	0.0	2048895.0	5795552.0
Sde-ATum_033-Ex1-cssl.clmp.fp2_r1_screen	76832.0	44323.0	9808.0	8891.0	5876.0	2208.0	1314.0	504.0	83.0	0.0	0.0	2647934.0	8593807.0
Sde-ATum_033-Ex1-cssl.clmp.fp2_r2_screen	79060.0	43483.0	9976.0	8690.0	5778.0	2318.0	1291.0	513.0	21.0	0.0	0.0	2639808.0	8600642.0
Sde-ATum_034-Ex1-cssl.clmp.fp2_r1_screen	72689.0	41326.0	8207.0	9682.0	5690.0	1989.0	1298.0	458.0	58.0	0.0	0.0	2503406.0	8472482.0
Sde-ATum_034-Ex1-cssl.clmp.fp2_r2_screen	74464.0	40602.0	8179.0	9299.0	5604.0	1998.0	1217.0	471.0	24.0	0.0	0.0	2496274.0	8479153.0
