Sample	Protists_1k	Bacteria_24k	Human	Bird	Fungi_RefSeq_release	Plant	Coral	Viruses	Vectors	Contamnts_Adaptrs	Ecoli	Multiple Genomes	No hits
Sde-CVal_004-Ex1-cssl.clmp.fp2_r2_screen	9907.0	1673.0	1030.0	1412.0	581.0	289.0	113.0	52.0	0.0	0.0	0.0	208792.0	725869.0
Sde-CVal_005-Ex1-cssl.clmp.fp2_r1_screen	52992.0	1369.0	6060.0	8176.0	3471.0	1520.0	636.0	324.0	9.0	0.0	0.0	421894.0	3843153.0
Sde-CVal_005-Ex1-cssl.clmp.fp2_r2_screen	53585.0	1327.0	5882.0	7823.0	3331.0	1470.0	665.0	299.0	17.0	0.0	0.0	416411.0	3848794.0
Sde-CVal_007-Ex1-cssl.clmp.fp2_r1_screen	2524.0	67.0	285.0	308.0	136.0	63.0	30.0	16.0	1.0	0.0	0.0	20372.0	179456.0
Sde-CVal_007-Ex1-cssl.clmp.fp2_r2_screen	2421.0	69.0	295.0	304.0	171.0	77.0	23.0	12.0	1.0	0.0	0.0	20144.0	179741.0
Sde-CVal_008-Ex1-cssl.clmp.fp2_r1_screen	49421.0	1936.0	5404.0	4745.0	3138.0	1379.0	522.0	285.0	11.0	0.0	0.0	463490.0	3346351.0
Sde-CVal_008-Ex1-cssl.clmp.fp2_r2_screen	49187.0	1999.0	5150.0	4395.0	3055.0	1339.0	495.0	259.0	13.0	0.0	0.0	459399.0	3351391.0
Sde-CVal_009-Ex1-cssl.clmp.fp2_r1_screen	26021.0	1961.0	2917.0	3477.0	1718.0	774.0	277.0	166.0	4.0	0.0	0.0	314965.0	1743376.0
Sde-CVal_009-Ex1-cssl.clmp.fp2_r2_screen	26612.0	1909.0	2900.0	3322.0	1610.0	778.0	349.0	143.0	6.0	0.0	0.0	308993.0	1749034.0
Sde-CVal_010-Ex1-cssl.clmp.fp2_r1_screen	3597.0	106.0	398.0	548.0	238.0	111.0	37.0	13.0	0.0	0.0	0.0	37901.0	222164.0
Sde-CVal_010-Ex1-cssl.clmp.fp2_r2_screen	3732.0	105.0	388.0	502.0	223.0	100.0	49.0	16.0	0.0	0.0	0.0	37436.0	222562.0
Sde-CVal_011-Ex1-cssl.clmp.fp2_r1_screen	30964.0	2193.0	3427.0	3033.0	1957.0	895.0	391.0	179.0	5.0	0.0	0.0	318862.0	2390225.0
Sde-CVal_011-Ex1-cssl.clmp.fp2_r2_screen	31366.0	2147.0	3382.0	2894.0	1957.0	832.0	363.0	183.0	8.0	0.0	0.0	314921.0	2394078.0
Sde-CVal_012-Ex1-cssl.clmp.fp2_r1_screen	45108.0	1067.0	4846.0	5456.0	2790.0	1304.0	524.0	182.0	4.0	0.0	0.0	338359.0	3084572.0
Sde-CVal_012-Ex1-cssl.clmp.fp2_r2_screen	45318.0	1062.0	4683.0	5128.0	2808.0	1230.0	496.0	220.0	9.0	0.0	0.0	333459.0	3089799.0
Sde-CVal_013-Ex1-cssl.clmp.fp2_r1_screen	2668.0	742.0	297.0	486.0	186.0	69.0	20.0	10.0	0.0	0.0	0.0	70859.0	197523.0
Sde-CVal_013-Ex1-cssl.clmp.fp2_r2_screen	2660.0	726.0	305.0	467.0	178.0	67.0	30.0	16.0	0.0	0.0	0.0	70397.0	198014.0
Sde-CVal_014-Ex1-cssl.clmp.fp2_r1_screen	6841.0	1007.0	798.0	977.0	507.0	206.0	77.0	37.0	1.0	0.0	0.0	127783.0	542049.0
Sde-CVal_014-Ex1-cssl.clmp.fp2_r2_screen	6960.0	951.0	755.0	945.0	441.0	209.0	79.0	36.0	1.0	0.0	0.0	126564.0	543342.0
Sde-CVal_015-Ex1-cssl.clmp.fp2_r1_screen	2759.0	673.0	266.0	412.0	175.0	61.0	35.0	20.0	1.0	0.0	0.0	42344.0	189702.0
Sde-CVal_015-Ex1-cssl.clmp.fp2_r2_screen	2800.0	667.0	263.0	436.0	174.0	64.0	23.0	12.0	1.0	0.0	0.0	45782.0	186226.0
Sde-CVal_016-Ex1-cssl.clmp.fp2_r1_screen	10195.0	2011.0	1215.0	1820.0	709.0	234.0	103.0	41.0	3.0	0.0	0.0	179901.0	598228.0
Sde-CVal_016-Ex1-cssl.clmp.fp2_r2_screen	10555.0	1996.0	1170.0	1777.0	653.0	241.0	88.0	52.0	1.0	0.0	0.0	178825.0	599102.0
Sde-CVal_020-Ex1-cssl.clmp.fp2_r1_screen	15088.0	392.0	2612.0	1817.0	1042.0	470.0	177.0	104.0	7.0	0.0	0.0	149088.0	896015.0
Sde-CVal_020-Ex1-cssl.clmp.fp2_r2_screen	15094.0	375.0	2558.0	1757.0	1022.0	415.0	156.0	90.0	4.0	0.0	0.0	147726.0	897615.0
Sde-CVal_021-Ex1-cssl.clmp.fp2_r1_screen	12936.0	1277.0	1462.0	2078.0	896.0	353.0	149.0	88.0	3.0	0.0	0.0	193639.0	760066.0
Sde-CVal_021-Ex1-cssl.clmp.fp2_r2_screen	13017.0	1218.0	1458.0	1965.0	865.0	331.0	120.0	88.0	6.0	0.0	0.0	191770.0	762109.0
Sde-CVal_022-Ex1-cssl.clmp.fp2_r1_screen	20905.0	2747.0	2301.0	2767.0	1446.0	618.0	219.0	96.0	5.0	0.0	0.0	308011.0	1457996.0
Sde-CVal_022-Ex1-cssl.clmp.fp2_r2_screen	21382.0	2708.0	2415.0	2710.0	1390.0	582.0	226.0	117.0	12.0	0.0	0.0	305237.0	1460332.0
Sde-CVal_023-Ex1-cssl.clmp.fp2_r1_screen	22819.0	2280.0	2808.0	3957.0	1699.0	600.0	255.0	152.0	6.0	0.0	0.0	294921.0	1648276.0
Sde-CVal_023-Ex1-cssl.clmp.fp2_r2_screen	23062.0	2233.0	2812.0	3820.0	1699.0	570.0	261.0	145.0	3.0	0.0	0.0	291926.0	1651242.0
Sde-CVal_024-Ex1-cssl.clmp.fp2_r1_screen	21051.0	1483.0	6326.0	3135.0	1455.0	607.0	246.0	133.0	10.0	0.0	0.0	251077.0	1392046.0
Sde-CVal_024-Ex1-cssl.clmp.fp2_r2_screen	21137.0	1501.0	6395.0	2968.0	1452.0	581.0	236.0	175.0	8.0	0.0	0.0	246876.0	1396240.0
Sde-CVal_025-Ex1-cssl.clmp.fp2_r1_screen	6850.0	808.0	712.0	853.0	451.0	190.0	86.0	35.0	1.0	0.0	0.0	97660.0	439612.0
Sde-CVal_025-Ex1-cssl.clmp.fp2_r2_screen	6910.0	809.0	737.0	880.0	426.0	213.0	84.0	29.0	0.0	0.0	0.0	96354.0	440816.0
Sde-CVal_027-Ex1-cssl.clmp.fp2_r1_screen	13966.0	1698.0	1458.0	1788.0	884.0	354.0	159.0	77.0	5.0	0.0	0.0	183699.0	940542.0
Sde-CVal_027-Ex1-cssl.clmp.fp2_r2_screen	13892.0	1616.0	1488.0	1789.0	959.0	355.0	125.0	99.0	7.0	0.0	0.0	181927.0	942373.0
Sde-CVal_028-Ex1-cssl.clmp.fp2_r1_screen	29707.0	2916.0	3512.0	4130.0	2053.0	814.0	310.0	205.0	7.0	0.0	0.0	352324.0	2012645.0
Sde-CVal_028-Ex1-cssl.clmp.fp2_r2_screen	29830.0	2787.0	3420.0	3904.0	2051.0	800.0	275.0	167.0	2.0	0.0	0.0	350574.0	2014813.0
Sde-CVal_029-Ex1-cssl.clmp.fp2_r1_screen	15383.0	1211.0	1719.0	2103.0	1009.0	447.0	176.0	95.0	5.0	0.0	0.0	182229.0	1118447.0
Sde-CVal_029-Ex1-cssl.clmp.fp2_r2_screen	15422.0	1202.0	1726.0	2137.0	974.0	419.0	177.0	70.0	6.0	0.0	0.0	180921.0	1119770.0
Sde-CVal_030-Ex1-cssl.clmp.fp2_r1_screen	14461.0	1527.0	1946.0	2122.0	1003.0	375.0	178.0	83.0	7.0	0.0	0.0	196551.0	1057332.0
Sde-CVal_030-Ex1-cssl.clmp.fp2_r2_screen	14544.0	1512.0	1833.0	2009.0	966.0	367.0	124.0	82.0	2.0	0.0	0.0	194646.0	1059500.0
Sde-CVal_032-Ex1-cssl.clmp.fp2_r1_screen	26144.0	1427.0	3035.0	2589.0	1714.0	738.0	296.0	162.0	13.0	0.0	0.0	298937.0	1743444.0
Sde-CVal_032-Ex1-cssl.clmp.fp2_r2_screen	26366.0	1406.0	2948.0	2411.0	1714.0	712.0	280.0	128.0	5.0	0.0	0.0	293888.0	1748641.0
Sde-CVal_033-Ex1-cssl.clmp.fp2_r1_screen	50460.0	2779.0	5303.0	4931.0	3150.0	1301.0	521.0	257.0	11.0	0.0	0.0	529723.0	3102465.0
Sde-CVal_033-Ex1-cssl.clmp.fp2_r2_screen	50643.0	2823.0	5310.0	4709.0	3158.0	1258.0	468.0	235.0	20.0	0.0	0.0	522780.0	3109497.0
Sde-CVal_034-Ex1-cssl.clmp.fp2_r1_screen	20858.0	1454.0	2326.0	2875.0	1416.0	533.0	242.0	122.0	8.0	0.0	0.0	252121.0	1500313.0
Sde-CVal_034-Ex1-cssl.clmp.fp2_r2_screen	21043.0	1448.0	2185.0	2559.0	1408.0	611.0	234.0	120.0	4.0	0.0	0.0	248779.0	1503877.0
Sde-CVal_035-Ex1-cssl.clmp.fp2_r1_screen	14641.0	2146.0	1638.0	2146.0	988.0	394.0	173.0	77.0	0.0	0.0	0.0	254360.0	975985.0
Sde-CVal_035-Ex1-cssl.clmp.fp2_r2_screen	14868.0	2132.0	1610.0	2155.0	910.0	386.0	173.0	83.0	3.0	0.0	0.0	251487.0	978741.0
Sde-CVal_038-Ex1-cssl.clmp.fp2_r1_screen	7402.0	1779.0	842.0	1638.0	541.0	182.0	76.0	44.0	8.0	0.0	0.0	138488.0	535363.0
Sde-CVal_038-Ex1-cssl.clmp.fp2_r2_screen	7584.0	1687.0	801.0	1502.0	494.0	171.0	66.0	41.0	0.0	0.0	0.0	137076.0	536941.0
Sde-CVal_040-Ex1-cssl.clmp.fp2_r1_screen	22007.0	1855.0	2369.0	2616.0	1408.0	540.0	196.0	113.0	7.0	0.0	0.0	276130.0	1411106.0
Sde-CVal_040-Ex1-cssl.clmp.fp2_r2_screen	22492.0	1858.0	2375.0	2500.0	1402.0	566.0	226.0	109.0	5.0	0.0	0.0	275021.0	1411793.0
Sde-CVal_044-Ex1-cssl.clmp.fp2_r1_screen	12160.0	1923.0	1366.0	2131.0	828.0	286.0	116.0	91.0	7.0	0.0	0.0	192969.0	799949.0
Sde-CVal_044-Ex1-cssl.clmp.fp2_r2_screen	11990.0	1889.0	1343.0	1928.0	792.0	280.0	119.0	63.0	2.0	0.0	0.0	190638.0	802782.0
Sde-CVal_047-Ex1-cssl.clmp.fp2_r1_screen	8459.0	1682.0	876.0	820.0	564.0	208.0	94.0	34.0	2.0	0.0	0.0	187839.0	536838.0
Sde-CVal_047-Ex1-cssl.clmp.fp2_r2_screen	8444.0	1706.0	819.0	784.0	525.0	189.0	104.0	34.0	0.0	0.0	0.0	186498.0	538313.0
Sde-CVal_049-Ex1-cssl.clmp.fp2_r1_screen	7993.0	738.0	915.0	1478.0	556.0	197.0	85.0	54.0	3.0	0.0	0.0	102140.0	554605.0
Sde-CVal_049-Ex1-cssl.clmp.fp2_r2_screen	7987.0	770.0	921.0	1453.0	525.0	217.0	92.0	55.0	3.0	0.0	0.0	100530.0	556211.0
Sde-CVal_051-Ex1-cssl.clmp.fp2_r1_screen	9429.0	1982.0	1060.0	1281.0	615.0	239.0	98.0	43.0	1.0	0.0	0.0	146412.0	642629.0
Sde-CVal_051-Ex1-cssl.clmp.fp2_r2_screen	9609.0	1955.0	987.0	1296.0	584.0	244.0	95.0	36.0	3.0	0.0	0.0	145467.0	643513.0
Sde-CVal_053-Ex1-cssl.clmp.fp2_r1_screen	23659.0	2636.0	2562.0	2393.0	1585.0	737.0	244.0	113.0	12.0	0.0	0.0	324633.0	1640163.0
Sde-CVal_053-Ex1-cssl.clmp.fp2_r2_screen	24204.0	2548.0	2467.0	2255.0	1516.0	667.0	232.0	136.0	8.0	0.0	0.0	321143.0	1643561.0
Sde-CVal_056-Ex1-cssl.clmp.fp2_r1_screen	12194.0	2014.0	1326.0	1664.0	785.0	344.0	170.0	65.0	2.0	0.0	0.0	179107.0	876042.0
Sde-CVal_056-Ex1-cssl.clmp.fp2_r2_screen	12398.0	1987.0	1312.0	1642.0	776.0	342.0	138.0	74.0	1.0	0.0	0.0	177283.0	877760.0
Sde-CVal_057-Ex1-cssl.clmp.fp2_r1_screen	3684.0	1830.0	474.0	494.0	240.0	83.0	39.0	13.0	2.0	0.0	0.0	73626.0	295963.0
Sde-CVal_057-Ex1-cssl.clmp.fp2_r2_screen	3834.0	1828.0	435.0	495.0	223.0	92.0	48.0	24.0	0.0	0.0	0.0	77308.0	292161.0
Sde-CVal_058-Ex1-cssl.clmp.fp2_r1_screen	38037.0	1770.0	4161.0	3153.0	2317.0	1045.0	385.0	225.0	12.0	0.0	0.0	390355.0	2445786.0
Sde-CVal_058-Ex1-cssl.clmp.fp2_r2_screen	38459.0	1710.0	3982.0	2986.0	2270.0	951.0	388.0	208.0	12.0	0.0	0.0	385586.0	2450694.0
Sde-CVal_059-Ex1-cssl.clmp.fp2_r1_screen	9570.0	955.0	1010.0	1304.0	586.0	245.0	109.0	48.0	2.0	1.0	0.0	126463.0	668777.0
Sde-CVal_059-Ex1-cssl.clmp.fp2_r2_screen	9485.0	935.0	1007.0	1209.0	610.0	245.0	115.0	62.0	2.0	0.0	0.0	125410.0	669990.0
Sde-CVal_060-Ex1-cssl.clmp.fp2_r1_screen	33416.0	2768.0	3759.0	4069.0	2087.0	956.0	371.0	174.0	8.0	0.0	0.0	388201.0	2596954.0
Sde-CVal_060-Ex1-cssl.clmp.fp2_r2_screen	33497.0	2686.0	3693.0	3936.0	2067.0	984.0	396.0	205.0	11.0	0.0	0.0	382268.0	2603020.0
Sde-CVal_061-Ex1-cssl.clmp.fp2_r1_screen	59407.0	2191.0	6575.0	6429.0	3859.0	1673.0	668.0	285.0	11.0	0.0	0.0	497335.0	4504454.0
Sde-CVal_061-Ex1-cssl.clmp.fp2_r2_screen	60139.0	2128.0	6404.0	6239.0	3654.0	1547.0	659.0	298.0	10.0	0.0	0.0	490747.0	4511062.0
Sde-CVal_063-Ex1-cssl.clmp.fp2_r1_screen	19554.0	2136.0	2192.0	2313.0	1340.0	502.0	196.0	108.0	6.0	0.0	0.0	263306.0	1166612.0
Sde-CVal_063-Ex1-cssl.clmp.fp2_r2_screen	19605.0	2087.0	2150.0	2167.0	1282.0	540.0	190.0	116.0	5.0	0.0	0.0	260303.0	1169820.0
Sde-CVal_068-Ex1-cssl.clmp.fp2_r1_screen	13231.0	1616.0	1534.0	2235.0	899.0	428.0	171.0	84.0	2.0	0.0	0.0	176316.0	962184.0
Sde-CVal_068-Ex1-cssl.clmp.fp2_r2_screen	13433.0	1651.0	1495.0	2149.0	879.0	402.0	149.0	94.0	2.0	0.0	0.0	174176.0	964270.0
Sde-CVal_071-Ex1-cssl.clmp.fp2_r1_screen	9251.0	2097.0	1170.0	1764.0	633.0	261.0	112.0	55.0	2.0	0.0	0.0	172599.0	744317.0
Sde-CVal_071-Ex1-cssl.clmp.fp2_r2_screen	9337.0	2100.0	1136.0	1630.0	603.0	218.0	102.0	50.0	2.0	0.0	0.0	171181.0	745902.0
Sde-CVal_073-Ex1-cssl.clmp.fp2_r1_screen	41537.0	1653.0	4602.0	4548.0	2682.0	1226.0	482.0	223.0	14.0	1.0	0.0	359227.0	2937510.0
Sde-CVal_073-Ex1-cssl.clmp.fp2_r2_screen	41714.0	1599.0	4567.0	4315.0	2512.0	1143.0	432.0	194.0	10.0	0.0	0.0	357362.0	2939857.0
Sde-CVal_074-Ex1-cssl.clmp.fp2_r1_screen	18929.0	738.0	2109.0	2828.0	1301.0	579.0	213.0	113.0	1.0	0.0	0.0	179306.0	1316160.0
Sde-CVal_074-Ex1-cssl.clmp.fp2_r2_screen	19022.0	698.0	2035.0	2774.0	1202.0	525.0	195.0	112.0	3.0	0.0	0.0	176811.0	1318900.0
Sde-CVal_077-Ex1-cssl.clmp.fp2_r1_screen	11787.0	2092.0	1230.0	1697.0	729.0	324.0	118.0	52.0	6.0	0.0	0.0	195789.0	872678.0
Sde-CVal_077-Ex1-cssl.clmp.fp2_r2_screen	11776.0	2094.0	1224.0	1585.0	706.0	299.0	126.0	56.0	2.0	0.0	0.0	194109.0	874525.0
Sde-CVal_080-Ex1-cssl.clmp.fp2_r1_screen	26715.0	1939.0	2903.0	3360.0	1656.0	774.0	294.0	145.0	6.0	0.0	0.0	273588.0	1857001.0
Sde-CVal_080-Ex1-cssl.clmp.fp2_r2_screen	26935.0	1891.0	2910.0	3195.0	1586.0	699.0	320.0	122.0	2.0	0.0	0.0	270251.0	1860470.0
Sde-CVal_081-Ex1-cssl.clmp.fp2_r1_screen	20832.0	950.0	2343.0	3461.0	1437.0	593.0	258.0	117.0	3.0	0.0	0.0	216008.0	1631870.0
Sde-CVal_081-Ex1-cssl.clmp.fp2_r2_screen	20948.0	923.0	2382.0	3324.0	1432.0	536.0	221.0	102.0	4.0	0.0	0.0	213876.0	1634124.0
Sde-CVal_082-Ex1-cssl.clmp.fp2_r1_screen	17355.0	1513.0	1941.0	2854.0	1142.0	485.0	203.0	116.0	5.0	0.0	0.0	200523.0	1144388.0
Sde-CVal_082-Ex1-cssl.clmp.fp2_r2_screen	17010.0	1491.0	1879.0	2764.0	1098.0	463.0	185.0	115.0	7.0	0.0	0.0	197699.0	1147814.0
Sde-CVal_083-Ex1-cssl.clmp.fp2_r1_screen	41614.0	1511.0	4759.0	4169.0	2827.0	1224.0	480.0	253.0	19.0	0.0	0.0	386019.0	2830405.0
Sde-CVal_083-Ex1-cssl.clmp.fp2_r2_screen	41298.0	1465.0	4480.0	4005.0	2593.0	1165.0	451.0	217.0	16.0	0.0	0.0	379657.0	2837933.0
Sde-CVal_084-Ex1-cssl.clmp.fp2_r1_screen	69011.0	1201.0	16945.0	6699.0	4223.0	1701.0	621.0	314.0	16.0	0.0	0.0	515158.0	4407669.0
Sde-CVal_084-Ex1-cssl.clmp.fp2_r2_screen	69770.0	1216.0	16926.0	6452.0	4288.0	1701.0	676.0	286.0	12.0	0.0	0.0	510543.0	4411688.0
Sde-CVal_085-Ex1-cssl.clmp.fp2_r1_screen	28412.0	2130.0	2956.0	2843.0	1798.0	816.0	315.0	144.0	5.0	0.0	0.0	275885.0	2089760.0
Sde-CVal_085-Ex1-cssl.clmp.fp2_r2_screen	28540.0	2126.0	3006.0	2683.0	1719.0	753.0	306.0	122.0	5.0	0.0	0.0	274361.0	2091443.0
Sde-CVal_086-Ex1-cssl.clmp.fp2_r1_screen	16585.0	402.0	1979.0	3156.0	1090.0	411.0	194.0	105.0	4.0	0.0	0.0	134970.0	1238604.0
Sde-CVal_086-Ex1-cssl.clmp.fp2_r2_screen	16803.0	350.0	1961.0	3026.0	1159.0	413.0	178.0	94.0	6.0	0.0	0.0	132670.0	1240840.0
Sde-CVal_087-Ex1-cssl.clmp.fp2_r1_screen	8912.0	1845.0	1059.0	1409.0	611.0	249.0	112.0	61.0	4.0	0.0	0.0	133498.0	619025.0
Sde-CVal_087-Ex1-cssl.clmp.fp2_r2_screen	8851.0	1772.0	1043.0	1354.0	603.0	227.0	93.0	68.0	5.0	0.0	0.0	132057.0	620712.0
Sde-CVal_089-Ex1-cssl.clmp.fp2_r1_screen	14566.0	1113.0	1671.0	2092.0	1044.0	397.0	164.0	107.0	4.0	0.0	0.0	173255.0	991029.0
Sde-CVal_089-Ex1-cssl.clmp.fp2_r2_screen	14739.0	1099.0	1604.0	2043.0	1016.0	395.0	162.0	89.0	1.0	0.0	0.0	171487.0	992807.0
Sde-CVal_090-Ex1-cssl.clmp.fp2_r1_screen	9921.0	612.0	1188.0	1413.0	678.0	293.0	105.0	73.0	3.0	0.0	0.0	124536.0	658543.0
Sde-CVal_090-Ex1-cssl.clmp.fp2_r2_screen	10187.0	636.0	1184.0	1356.0	693.0	269.0	102.0	48.0	7.0	0.0	0.0	123782.0	659101.0
Sde-CVal_091-Ex1-cssl.clmp.fp2_r1_screen	25691.0	1685.0	2937.0	3316.0	1639.0	723.0	323.0	162.0	7.0	0.0	0.0	250810.0	1822048.0
Sde-CVal_091-Ex1-cssl.clmp.fp2_r2_screen	25893.0	1662.0	2879.0	3202.0	1644.0	716.0	274.0	155.0	2.0	0.0	0.0	248124.0	1824790.0
Sde-CVal_092-Ex1-cssl.clmp.fp2_r1_screen	25832.0	2459.0	2982.0	3922.0	1657.0	824.0	316.0	129.0	9.0	0.0	0.0	287869.0	2106822.0
Sde-CVal_092-Ex1-cssl.clmp.fp2_r2_screen	26207.0	2438.0	3012.0	3603.0	1652.0	720.0	291.0	149.0	7.0	0.0	0.0	284270.0	2110472.0
Sde-CVal_093-Ex1-cssl.clmp.fp2_r1_screen	14943.0	1960.0	1703.0	1860.0	922.0	398.0	153.0	67.0	6.0	0.0	0.0	202695.0	1124073.0
Sde-CVal_093-Ex1-cssl.clmp.fp2_r2_screen	15105.0	1952.0	1723.0	1864.0	961.0	407.0	154.0	71.0	0.0	0.0	0.0	201121.0	1125422.0
Sde-CVal_094-Ex1-cssl.clmp.fp2_r1_screen	5643.0	144.0	624.0	638.0	338.0	152.0	60.0	32.0	2.0	0.0	0.0	48376.0	373174.0
Sde-CVal_094-Ex1-cssl.clmp.fp2_r2_screen	5631.0	141.0	581.0	669.0	333.0	144.0	60.0	24.0	0.0	0.0	0.0	47954.0	373646.0
Sde-CVal_095-Ex1-cssl.clmp.fp2_r1_screen	8409.0	1579.0	993.0	1220.0	573.0	243.0	81.0	62.0	2.0	0.0	0.0	134115.0	543515.0
Sde-CVal_095-Ex1-cssl.clmp.fp2_r2_screen	8366.0	1544.0	1026.0	1231.0	589.0	277.0	83.0	60.0	6.0	0.0	0.0	132161.0	545449.0
Sde-CVal_096-Ex1-cssl.clmp.fp2_r1_screen	35751.0	1751.0	3823.0	3591.0	2219.0	1055.0	392.0	209.0	7.0	0.0	0.0	333456.0	2531267.0
Sde-CVal_096-Ex1-cssl.clmp.fp2_r2_screen	35917.0	1700.0	3683.0	3396.0	2159.0	1002.0	367.0	174.0	9.0	0.0	0.0	328603.0	2536511.0
