
Analysis complete for Gmi-ABas_034-Ex1-b-cssl2.clmp.r2.fq.gz
Started analysis of Gmi-ABas_034-Ex1-b-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:04,691] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_056-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:04,713] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_072-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:04,720] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_072-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:04,832] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_006-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:04,840] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_006-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:04,954] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_068-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:04,962] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_068-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:05,052] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_075-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:05,071] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_078-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:05,079] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_078-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:05,166] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_057-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:05,186] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_027-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:05,194] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_027-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:05,282] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_061-Ex1-b-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:05,283] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_041-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:05,285] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_055-Ex1-b-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:05,305] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_082-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:05,312] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_082-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:05,404] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_033-Ex1-b-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:05,409] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_046-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:05,409] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_013-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:05,430] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_061-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:05,437] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_061-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:05,547] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_015-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:05,554] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_015-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:05,664] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_051-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:05,672] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_051-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:05,779] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_096-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:05,786] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_096-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:05,876] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_012-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:05,879] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_053-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:05,898] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_008-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:05,906] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_008-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:06,015] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-ABas_029-Ex1-b-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:06,023] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-ABas_029-Ex1-b-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:06,132] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_078-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:06,140] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_078-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:06,228] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_071-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:06,248] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_047-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:06,255] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_047-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:06,346] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_069-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:06,346] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_007-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:06,349] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_056-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:06,350] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_079-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:06,369] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_062-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:06,376] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_062-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:06,466] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_084-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:06,467] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_064-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:06,486] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_034-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:06,494] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_034-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:06,584] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_060-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:06,586] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_060-Ex1-b-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:06,586] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_015-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:06,588] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_085-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:06,589] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_066-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:06,589] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_079-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:06,608] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_077-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:06,616] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_077-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:06,725] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_026-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:06,733] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_026-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:06,819] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_014-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:06,840] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_050-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:06,848] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_050-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:06,937] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_038-Ex1-b-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:06,958] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_060-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:06,965] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_060-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:07,051] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_096-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:07,070] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-ABas_052-Ex1-b-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:07,077] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-ABas_052-Ex1-b-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:07,188] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_010-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:07,195] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_010-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:07,304] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_084-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:07,311] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_084-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:07,419] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_084-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:07,427] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_084-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:07,535] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_064-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:07,542] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_064-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:07,647] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_046-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:07,654] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_046-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:07,760] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_033-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:07,767] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_033-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:07,874] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_043-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:07,882] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_043-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:07,973] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_025-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:07,993] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-ABas_057-Ex1-b-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:08,000] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-ABas_057-Ex1-b-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:08,112] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_015-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:08,120] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_015-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:08,207] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_052-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:08,227] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_081-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:08,235] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_081-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:08,345] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_094-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:08,353] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_094-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:08,465] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_045-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:08,473] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_045-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:08,561] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_061-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:08,580] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_096-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:08,588] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_096-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:08,678] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_088-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:08,678] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_070-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:08,679] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_054-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:08,698] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_051-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:08,706] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_051-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:08,794] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_093-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:08,795] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_095-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:08,814] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-ABas_045-Ex1-b-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:08,821] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-ABas_045-Ex1-b-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:08,914] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_019-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:08,933] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_068-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:08,940] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_068-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:09,029] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_065-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:09,031] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_068-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:09,032] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_048-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:09,051] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-ABas_046-Ex1-b-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:09,058] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-ABas_046-Ex1-b-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:09,165] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_083-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:09,173] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_083-Ex1-cssl2.clmp.r2_fastqc.html
[2022-11-16 12:02:09,263] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_064-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:09,282] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_094-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:09,290] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_094-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:09,398] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_022-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:09,406] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_022-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:09,495] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_060-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:09,495] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_040-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:09,514] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_067-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:09,522] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_067-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:09,611] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_044-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:09,630] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_020-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:09,638] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_020-Ex1-cssl.clmp.r2_fastqc.html
[2022-11-16 12:02:09,727] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_001-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:09,728] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_013-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:09,730] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_092-Ex1-cssl2.clmp.r2.fq.gz
[2022-11-16 12:02:09,755] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_066-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:09,763] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_066-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:09,854] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_047-Ex1-cssl2.clmp.r1.fq.gz
[2022-11-16 12:02:09,856] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-ABas_061-Ex1-b-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:09,874] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-AHam_038-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:09,882] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-AHam_038-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:09,989] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-ABas_059-Ex1-b-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:09,997] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-ABas_059-Ex1-b-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:10,107] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_054-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:10,114] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_054-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:10,201] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-AHam_049-Ex1-cssl.clmp.r2.fq.gz
[2022-11-16 12:02:10,202] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBat_010-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:10,205] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_079-Ex1-cssl.clmp.r1.fq.gz
[2022-11-16 12:02:10,226] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBat_004-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:10,234] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBat_004-Ex1-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:10,341] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-ABas_050-Ex1-b-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:10,348] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-ABas_050-Ex1-b-cssl.clmp.r1_fastqc.html
[2022-11-16 12:02:10,456] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Gmi-CBas_012-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:10,464] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Gmi-CBas_012-Ex1-cssl2.clmp.r1_fastqc.html
[2022-11-16 12:02:10,552] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Gmi-CBas_069-Ex1-cssl2.clmp.r1.fq.gz
