file	#_reads_raw	#_reads_fp1	#_reads_clmp	#_reads_fp2	#_reads_fqscrn	#_reads_repr	%_readsRemaining_fp1	%_readsRemaining_clmp	%_readsRemaining_fp2	%_readsRemaining_fqscrn	%_readsRemaining_repr	%_total_readsRemaining
	6464977	5288031	5259902	4711593	4558068	81.795	99.4681	89.5757	96.7415	0.00179451	0.0012652
	9363774	7600632	7560057	6724839	6496454	81.1706	99.4662	88.9522	96.6039	0.00124946	0.000866858
	6536461	5312809	5285122	4765748	4630423	81.2796	99.4789	90.1729	97.1605	0.00175534	0.00124348
	15269179	12400521	12338474	11104023	10788332	81.2128	99.4996	89.9951	97.157	0.000752784	0.000531874
	6018483	4866079	4838279	4315177	4166330	80.8523	99.4287	89.1883	96.5506	0.00194061	0.0013434
	7418090	5880371	5843038	5174993	5008083	79.2707	99.3651	88.5668	96.7747	0.00158286	0.00106861
	6628517	5269778	5237777	4686743	4542617	79.5016	99.3927	89.4796	96.9248	0.00175013	0.00119939
	7905238	6328134	6292451	5575435	5384909	80.0499	99.4361	88.6051	96.5828	0.00148656	0.00101262
	5469028	4380691	4353129	3849866	3713891	80.1	99.3708	88.4391	96.4681	0.00215677	0.00146461
	9352629	7404731	7362273	6574303	6369683	79.1727	99.4266	89.2972	96.8876	0.00124296	0.000846529
	10732138	8492048	8437378	7585845	7339305	79.1273	99.3562	89.9076	96.75	0.00107813	0.000737293
	6547104	5312873	5285329	4782755	4640359	81.1484	99.4816	90.4912	97.0227	0.00174875	0.00123945
	9014589	7113031	7068373	6347008	6143788	78.9058	99.3722	89.7945	96.7982	0.00128432	0.000875312
	4272891	3515077	3495041	3158180	3071667	82.2646	99.43	90.3617	97.2607	0.00267817	0.00192527
	2253701	1890104	1878738	1664095	1607324	83.8667	99.3987	88.5751	96.5885	0.00521778	0.00372129
	5655135	4690874	4666294	4236135	4112494	82.9489	99.476	90.7816	97.0813	0.002017	0.00146679
	4720700	3942490	3919071	3515171	3397902	83.5149	99.406	89.694	96.6639	0.00245784	0.00176912
	8155518	6665715	6629458	6040200	5881083	81.7326	99.4561	91.1115	97.3657	0.00138975	0.00100218
	7749229	6382065	6344076	5719644	5545241	82.3574	99.4048	90.1572	96.9508	0.00148519	0.00106278
	6206604	4912874	4882017	4369419	4215211	79.1556	99.3719	89.5003	96.4707	0.00187786	0.00127534
	2586124	2141396	2129246	1926801	1871239	82.8033	99.4326	90.4922	97.1164	0.00442505	0.00320183
	5001227	4093447	4070998	3717032	3618618	81.8489	99.4516	91.3052	97.3523	0.00226188	0.00163658
	7636592	6269023	6235434	5621076	5458098	82.0919	99.4642	90.1473	97.1006	0.00150404	0.00107498
	8783831	7205513	7169713	6502587	6313791	82.0316	99.5032	90.6952	97.0966	0.00129924	0.000933893
	5141596	4219045	4196512	3782537	3674940	82.0571	99.4659	90.1353	97.1554	0.00223288	0.00159595
	5164054	4202972	4179891	3767744	3650981	81.389	99.4508	90.1398	96.901	0.00222924	0.00157607
	7833999	6390140	6350715	5705707	5506090	81.5693	99.383	89.8435	96.5015	0.00148144	0.00104122
	4509865	3734087	3711644	3338852	3223153	82.7982	99.399	89.9561	96.5348	0.00256886	0.00183594
	3676062	2984300	2965491	2623122	2519087	81.182	99.3697	88.4549	96.0339	0.00322268	0.0022084
	1246613	1037979	1031309	840842	809962	83.2639	99.3574	81.5315	96.3275	0.01028	0.00667921
	2617416	2131975	2118119	1757344	1699808	81.4534	99.3501	82.9672	96.726	0.00479192	0.00311198
	6381502	5211512	5179748	4504987	4349359	81.6659	99.3905	86.9731	96.5454	0.00187765	0.00127973
	1148215	955765	949718	724168	705291	83.2392	99.3673	76.2508	97.3933	0.0118021	0.00724944
	5329541	4369060	4339604	3843301	3690350	81.9782	99.3258	88.5634	96.0203	0.00222142	0.00153818
	244352	204335	203258	179450	174250	83.6232	99.4729	88.2868	97.1023	0.0479904	0.0342224
	4749134	3902534	3876682	3346334	3213024	82.1736	99.3376	86.3195	96.0162	0.00255752	0.00173029
	2541156	2109763	2095656	1743435	1672429	83.0237	99.3313	83.1928	95.9272	0.00496426	0.00326716
	316474	266947	265113	222153	214020	84.3504	99.313	83.7956	96.339	0.0394124	0.0266532
	3366764	2768985	2752131	2390237	2306452	82.2447	99.3913	86.8504	96.4947	0.00356585	0.00244284
	4302827	3507484	3484212	3084415	2978625	81.5158	99.3365	88.5255	96.5702	0.00273669	0.00189447
	323602	274569	272860	197520	192492	84.8477	99.3776	72.3888	97.4544	0.0440786	0.0262198
	837257	684655	680283	542071	527389	81.7736	99.3614	79.6832	97.2915	0.0155054	0.00976685
	308988	258494	236448	189701	180958	83.6583	91.4714	80.2295	95.3912	0.0462308	0.0270749
	960110	799853	794460	598223	581917	83.3085	99.3258	75.2993	97.2743	0.0143162	0.00867697
	1286337	1074264	1066812	896041	857509	83.5134	99.3063	83.9924	95.6998	0.00973907	0.00649234
	1172113	980144	972947	760089	728094	83.622	99.2657	78.1223	95.7906	0.0114851	0.0071343
	2215368	1808852	1797111	1457990	1410667	81.6502	99.3509	81.1297	96.7542	0.00578806	0.00368563
	2429021	1989021	1977773	1648199	1594697	81.8857	99.4345	83.3361	96.7539	0.00513488	0.00337114
	2081705	1688489	1677569	1391993	1339625	81.1109	99.3533	82.9768	96.2379	0.00605475	0.00389637
	654909	550827	547258	439601	423785	84.1074	99.3521	80.3279	96.4022	0.0198467	0.0128426
	1435264	1152017	1144630	940581	912684	80.2652	99.3588	82.1734	97.0341	0.00879441	0.00559236
	2972165	2423402	2408623	2012665	1952036	81.5366	99.3902	83.5608	96.9876	0.004177	0.00274334
	1584948	1331606	1322824	1118468	1076681	84.0158	99.3405	84.5515	96.2639	0.00780322	0.00530086
	1562532	1284549	1275585	1057389	1024416	82.2095	99.3022	82.8944	96.8817	0.00802501	0.0052613
	2554357	2092214	2078499	1743505	1681034	81.9077	99.3445	83.8829	96.4169	0.00487246	0.00320659
	4523982	3724560	3700901	3102284	2990121	82.3292	99.3648	83.8251	96.3845	0.00275337	0.00181984
	2171869	1794284	1782268	1500242	1455970	82.6147	99.3303	84.176	97.049	0.0056742	0.00380385
	1521416	1261053	1252548	975925	946416	82.8868	99.3256	77.9152	96.9763	0.00875797	0.005448
	831624	691464	686363	535395	521000	83.1462	99.2623	78.0046	97.3113	0.015959	0.00999805
	2077073	1730975	1718347	1411131	1371754	83.3372	99.2705	82.1214	97.2095	0.00607523	0.00401224
	1233727	1019093	1011826	799974	774270	82.6028	99.2869	79.0624	96.7869	0.0106685	0.00669539
	890217	742505	737416	536803	523675	83.4072	99.3146	72.7951	97.5544	0.0159273	0.00936931
	799115	673410	668764	554638	534436	84.2695	99.3101	82.9348	96.3576	0.0157679	0.0105454
	969265	808679	803789	642650	625242	83.4322	99.3953	79.9526	97.2912	0.013344	0.00860778
	2468001	2012676	1998737	1640073	1588533	81.5509	99.3074	82.0555	96.8575	0.00513372	0.00330433
	1291595	1080413	1073713	876038	848461	83.6495	99.3799	81.5896	96.8521	0.00985897	0.00647645
	492233	415361	376448	295979	285368	84.383	90.6315	78.6241	96.4149	0.0295699	0.0171429
	3525972	2905854	2887246	2445764	2360822	82.4128	99.3596	84.7092	96.527	0.00349085	0.00233731
	969238	814129	809070	668793	646729	83.9968	99.3786	82.6619	96.7009	0.0129879	0.00866627
	3704258	3051116	3032763	2597087	2497441	82.3678	99.3985	85.6344	96.1632	0.00329809	0.0022236
	6380596	5113079	5082887	4504450	4352714	80.1348	99.4095	88.6199	96.6314	0.00184103	0.00125591
	1779678	1468107	1458265	1166574	1126075	82.4928	99.3296	79.9974	96.5284	0.00732569	0.00463527
	1385382	1166656	1158700	962207	929260	84.2119	99.3181	83.0419	96.5759	0.00906225	0.00607861
	1139735	938280	932261	744308	723520	82.3244	99.3585	79.839	97.2071	0.0113783	0.00722312
	4057137	3375508	3353705	2937398	2834002	83.1993	99.3541	87.5867	96.48	0.00293575	0.00205069
	1834448	1532519	1522277	1316130	1264777	83.5412	99.3317	86.458	96.0982	0.00660521	0.00455402
	1328919	1093661	1086502	872717	851435	82.297	99.3454	80.3236	97.5614	0.00966568	0.00619278
	2624206	2182397	2168381	1856990	1798661	83.1641	99.3578	85.6395	96.8589	0.00462367	0.00316911
	2271822	1889161	1877872	1631938	1579614	83.1562	99.4024	86.9036	96.7938	0.00526434	0.00366033
	1640883	1380465	1370525	1144439	1095316	84.1294	99.28	83.5037	95.7077	0.00768083	0.00512708
	4064847	3296960	3273280	2830510	2712066	81.1091	99.2818	86.4732	95.8155	0.00299068	0.00199538
	6264269	5052718	5023558	4407889	4291040	80.6593	99.4229	87.7444	97.3491	0.00187971	0.00128761
	2906898	2420188	2405064	2089687	2024979	83.2567	99.3751	86.887	96.9035	0.00411148	0.00286411
	1698804	1406186	1397500	1238618	1194406	82.7751	99.3823	88.631	96.4305	0.00693023	0.00487255
	918908	771979	766785	619006	598232	84.0105	99.3272	80.7275	96.644	0.0140431	0.00914243
	1443132	1193422	1185442	990995	953590	82.6967	99.3313	83.5971	96.2255	0.00867214	0.00573036
	958546	802777	797365	658571	633463	83.7494	99.3258	82.5934	96.1875	0.0132209	0.00873713
