Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	nt	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
Sgr-CMvi_025-Ex1-cssl.clmp.fp2_r2_screen	17483.0	1226.0	207.0	819.0	697.0	360.0	96.0	60.0	3.0	nan	0.0	0.0	343116.0	626861.0
Sgr-CMvi_027-Ex1-cssl.clmp.fp2_r1_screen	16491.0	1367.0	13085.0	874.0	343.0	182.0	128.0	77.0	2.0	nan	0.0	0.0	384163.0	593987.0
Sgr-CMvi_027-Ex1-cssl.clmp.fp2_r2_screen	18630.0	982.0	13341.0	863.0	401.0	303.0	80.0	32.0	2.0	nan	0.0	0.0	384706.0	591359.0
Sgr-CMvi_028-Ex1-cssl.clmp.fp2_r1_screen	39333.0	2666.0	817.0	1994.0	996.0	873.0	212.0	301.0	10.0	nan	0.0	0.0	520481.0	1382445.0
Sgr-CMvi_028-Ex1-cssl.clmp.fp2_r2_screen	38998.0	2743.0	665.0	2075.0	1362.0	544.0	284.0	109.0	3.0	nan	0.0	0.0	525385.0	1377960.0
Sgr-CMvi_030-Ex1-cssl.clmp.fp2_r1_screen	1397.0	75.0	127.0	61.0	36.0	33.0	17.0	2.0	0.0	nan	0.0	0.0	32394.0	61546.0
Sgr-CMvi_030-Ex1-cssl.clmp.fp2_r2_screen	1404.0	73.0	150.0	62.0	26.0	20.0	12.0	6.0	0.0	nan	0.0	0.0	32877.0	61058.0
Sgr-CMvi_032-Ex1-cssl.clmp.fp2_r1_screen	5507.0	592.0	269.0	402.0	238.0	112.0	78.0	20.0	1.0	nan	0.0	0.0	127164.0	236840.0
Sgr-CMvi_032-Ex1-cssl.clmp.fp2_r2_screen	6108.0	432.0	251.0	335.0	214.0	96.0	83.0	18.0	0.0	nan	0.0	0.0	128331.0	235355.0
Sgr-CMvi_033-Ex1-cssl.clmp.fp2_r1_screen	38278.0	2534.0	529.0	2026.0	926.0	712.0	287.0	175.0	1.0	nan	0.0	0.0	717486.0	1488310.0
Sgr-CMvi_033-Ex1-cssl.clmp.fp2_r2_screen	38287.0	2895.0	522.0	1951.0	1221.0	594.0	262.0	178.0	7.0	nan	0.0	0.0	725367.0	1479980.0
Sgr-CMvi_034-Ex1-cssl.clmp.fp2_r1_screen	2851.0	232.0	214.0	162.0	133.0	88.0	12.0	13.0	0.0	nan	0.0	0.0	69344.0	129806.0
Sgr-CMvi_034-Ex1-cssl.clmp.fp2_r2_screen	3376.0	204.0	210.0	129.0	64.0	87.0	17.0	31.0	0.0	nan	0.0	0.0	70411.0	128326.0
Sgr-CMvi_036-Ex1-cssl.clmp.fp2_r1_screen	38649.0	3214.0	652.0	2112.0	922.0	634.0	287.0	226.0	9.0	nan	0.0	0.0	727040.0	1266183.0
Sgr-CMvi_036-Ex1-cssl.clmp.fp2_r2_screen	39993.0	2754.0	529.0	2367.0	924.0	725.0	366.0	178.0	12.0	nan	0.0	0.0	729977.0	1262103.0
Sgr-CMvi_038-Ex1-cssl.clmp.fp2_r1_screen	6207.0	543.0	182.0	317.0	136.0	102.0	43.0	39.0	1.0	nan	0.0	0.0	147510.0	223162.0
Sgr-CMvi_038-Ex1-cssl.clmp.fp2_r2_screen	6216.0	413.0	190.0	220.0	238.0	97.0	35.0	39.0	23.0	nan	0.0	0.0	147533.0	223238.0
Sgr-CMvi_042-Ex1-cssl.clmp.fp2_r1_screen	3144.0	210.0	611.0	118.0	92.0	56.0	42.0	18.0	1.0	nan	0.0	0.0	81350.0	116342.0
Sgr-CMvi_042-Ex1-cssl.clmp.fp2_r2_screen	3366.0	202.0	617.0	125.0	60.0	120.0	13.0	6.0	0.0	nan	0.0	0.0	82021.0	115454.0
Sgr-CMvi_043-Ex1-cssl.clmp.fp2_r1_screen	14545.0	998.0	799.0	817.0	419.0	259.0	102.0	46.0	0.0	nan	0.0	0.0	294445.0	543541.0
Sgr-CMvi_043-Ex1-cssl.clmp.fp2_r2_screen	14698.0	1020.0	687.0	795.0	330.0	261.0	106.0	43.0	0.0	nan	0.0	0.0	296202.0	541829.0
Sgr-CMvi_044-Ex1-cssl.clmp.fp2_r1_screen	21078.0	1438.0	369.0	1218.0	768.0	371.0	205.0	47.0	2.0	nan	0.0	0.0	387581.0	720191.0
Sgr-CMvi_044-Ex1-cssl.clmp.fp2_r2_screen	21745.0	1390.0	320.0	1206.0	406.0	510.0	139.0	70.0	4.0	nan	0.0	0.0	387400.0	720078.0
Sgr-CMvi_046-Ex1-cssl.clmp.fp2_r1_screen	16373.0	1065.0	11169.0	781.0	524.0	264.0	149.0	92.0	0.0	nan	0.0	0.0	405995.0	596760.0
Sgr-CMvi_046-Ex1-cssl.clmp.fp2_r2_screen	16950.0	1089.0	11093.0	870.0	320.0	218.0	174.0	67.0	1.0	nan	0.0	0.0	404081.0	598309.0
Sgr-CMvi_047-Ex1-cssl.clmp.fp2_r1_screen	28785.0	2138.0	329.0	1749.0	842.0	492.0	265.0	113.0	3.0	nan	0.0	0.0	513373.0	969742.0
Sgr-CMvi_047-Ex1-cssl.clmp.fp2_r2_screen	27184.0	1806.0	394.0	1509.0	727.0	490.0	248.0	275.0	15.0	nan	0.0	0.0	519388.0	965795.0
Sgr-CMvi_049-Ex1-cssl.clmp.fp2_r1_screen	19629.0	1537.0	685.0	1011.0	455.0	324.0	150.0	35.0	5.0	nan	0.0	0.0	311635.0	667421.0
Sgr-CMvi_049-Ex1-cssl.clmp.fp2_r2_screen	19835.0	1182.0	569.0	941.0	383.0	373.0	173.0	80.0	28.0	nan	0.0	0.0	314309.0	665014.0
Sgr-CMvi_051-Ex1-cssl.clmp.fp2_r1_screen	8070.0	711.0	359.0	500.0	375.0	128.0	83.0	26.0	2.0	nan	0.0	0.0	175212.0	351338.0
Sgr-CMvi_051-Ex1-cssl.clmp.fp2_r2_screen	8490.0	626.0	306.0	535.0	267.0	266.0	57.0	41.0	1.0	nan	0.0	0.0	172998.0	353217.0
Sgr-CMvi_052-Ex1-cssl.clmp.fp2_r1_screen	4632.0	310.0	132.0	282.0	75.0	85.0	15.0	22.0	0.0	nan	0.0	0.0	88242.0	151677.0
Sgr-CMvi_052-Ex1-cssl.clmp.fp2_r2_screen	4174.0	318.0	110.0	164.0	84.0	62.0	23.0	14.0	1.0	nan	0.0	0.0	88600.0	151922.0
Sgr-CMvi_053-Ex1-cssl.clmp.fp2_r1_screen	30248.0	2245.0	480.0	1949.0	791.0	740.0	256.0	114.0	2.0	nan	0.0	0.0	602224.0	1156535.0
Sgr-CMvi_053-Ex1-cssl.clmp.fp2_r2_screen	31452.0	2172.0	453.0	1300.0	777.0	521.0	269.0	159.0	1.0	nan	0.0	0.0	605356.0	1153124.0
Sgr-CMvi_054-Ex1-cssl.clmp.fp2_r1_screen	26212.0	2102.0	501.0	1581.0	740.0	441.0	187.0	108.0	8.0	nan	0.0	0.0	445133.0	933433.0
Sgr-CMvi_054-Ex1-cssl.clmp.fp2_r2_screen	27594.0	1847.0	459.0	1323.0	767.0	426.0	230.0	75.0	38.0	nan	0.0	0.0	446088.0	931599.0
Sgr-CMvi_055-Ex1-cssl.clmp.fp2_r1_screen	12930.0	831.0	9525.0	617.0	352.0	352.0	140.0	82.0	21.0	nan	0.0	0.0	261759.0	414146.0
Sgr-CMvi_055-Ex1-cssl.clmp.fp2_r2_screen	12608.0	928.0	9069.0	612.0	507.0	194.0	103.0	59.0	3.0	nan	0.0	0.0	265750.0	410922.0
Sgr-CMvi_057-Ex1-cssl.clmp.fp2_r1_screen	12180.0	682.0	4530.0	686.0	262.0	139.0	81.0	25.0	0.0	nan	0.0	0.0	272944.0	423527.0
Sgr-CMvi_057-Ex1-cssl.clmp.fp2_r2_screen	11453.0	666.0	4156.0	594.0	594.0	173.0	84.0	32.0	0.0	nan	0.0	0.0	273920.0	423384.0
Sgr-CMvi_058-Ex1-cssl.clmp.fp2_r1_screen	49117.0	3966.0	901.0	2414.0	1153.0	1157.0	346.0	178.0	3.0	nan	0.0	0.0	662162.0	1892359.0
Sgr-CMvi_058-Ex1-cssl.clmp.fp2_r2_screen	48862.0	3347.0	860.0	2438.0	1521.0	691.0	449.0	118.0	8.0	nan	0.0	0.0	664933.0	1890529.0
Sgr-CMvi_060-Ex1-cssl.clmp.fp2_r1_screen	5965.0	669.0	3200.0	314.0	188.0	207.0	27.0	36.0	6.0	nan	0.0	0.0	126499.0	206266.0
Sgr-CMvi_060-Ex1-cssl.clmp.fp2_r2_screen	5425.0	493.0	3106.0	237.0	123.0	122.0	92.0	66.0	0.0	nan	0.0	0.0	128374.0	205339.0
Sgr-CMvi_061-Ex1-cssl.clmp.fp2_r1_screen	3533.0	283.0	1801.0	174.0	99.0	95.0	51.0	11.0	0.0	nan	0.0	0.0	92340.0	137438.0
Sgr-CMvi_061-Ex1-cssl.clmp.fp2_r2_screen	4028.0	252.0	1536.0	382.0	111.0	60.0	81.0	8.0	1.0	nan	0.0	0.0	93083.0	136283.0
Sgr-CMvi_063-Ex1-cssl.clmp.fp2_r1_screen	16322.0	1311.0	324.0	832.0	442.0	222.0	187.0	129.0	0.0	nan	0.0	0.0	310142.0	548444.0
Sgr-CMvi_063-Ex1-cssl.clmp.fp2_r2_screen	18246.0	1228.0	237.0	987.0	389.0	364.0	93.0	57.0	1.0	nan	0.0	0.0	307869.0	548884.0
Sgr-CMvi_064-Ex1-cssl.clmp.fp2_r1_screen	24672.0	2173.0	255.0	1340.0	958.0	377.0	191.0	72.0	8.0	nan	0.0	0.0	490227.0	1045870.0
Sgr-CMvi_064-Ex1-cssl.clmp.fp2_r2_screen	24724.0	2101.0	331.0	1282.0	731.0	472.0	219.0	95.0	4.0	nan	0.0	0.0	490158.0	1046026.0
Sgr-CMvi_065-Ex1-cssl.clmp.fp2_r1_screen	7332.0	542.0	215.0	418.0	248.0	151.0	54.0	96.0	3.0	nan	0.0	0.0	163576.0	269903.0
Sgr-CMvi_065-Ex1-cssl.clmp.fp2_r2_screen	7749.0	696.0	238.0	453.0	276.0	187.0	85.0	16.0	0.0	nan	0.0	0.0	163156.0	269682.0
Sgr-CMvi_066-Ex1-cssl.clmp.fp2_r1_screen	6913.0	464.0	1918.0	324.0	201.0	151.0	60.0	32.0	1.0	nan	0.0	0.0	160273.0	202390.0
Sgr-CMvi_066-Ex1-cssl.clmp.fp2_r2_screen	6933.0	383.0	1791.0	258.0	128.0	104.0	44.0	19.0	2.0	nan	0.0	0.0	162464.0	200601.0
Sgr-CMvi_067-Ex1-cssl.clmp.fp2_r1_screen	2206.0	115.0	2157.0	66.0	78.0	34.0	22.0	16.0	0.0	nan	0.0	0.0	52830.0	84509.0
Sgr-CMvi_067-Ex1-cssl.clmp.fp2_r2_screen	2060.0	141.0	2038.0	82.0	71.0	29.0	13.0	5.0	1.0	nan	0.0	0.0	53197.0	84396.0
Sgr-CMvi_070-Ex1-cssl.clmp.fp2_r1_screen	10749.0	896.0	5574.0	403.0	249.0	187.0	116.0	58.0	2.0	nan	0.0	0.0	254902.0	388530.0
Sgr-CMvi_070-Ex1-cssl.clmp.fp2_r2_screen	9859.0	710.0	5239.0	487.0	209.0	136.0	34.0	66.0	0.0	nan	0.0	0.0	255536.0	389390.0
Sgr-CMvi_071-Ex1-cssl.clmp.fp2_r1_screen	23976.0	1958.0	654.0	975.0	783.0	433.0	221.0	97.0	2.0	nan	0.0	0.0	537287.0	943976.0
Sgr-CMvi_071-Ex1-cssl.clmp.fp2_r2_screen	24895.0	1758.0	686.0	1481.0	574.0	421.0	277.0	147.0	2.0	nan	0.0	0.0	540827.0	939294.0
Sgr-CMvi_072-Ex1-cssl.clmp.fp2_r1_screen	22171.0	1736.0	23841.0	1197.0	644.0	501.0	308.0	76.0	2.0	nan	0.0	0.0	507210.0	886722.0
Sgr-CMvi_072-Ex1-cssl.clmp.fp2_r2_screen	24716.0	1601.0	23198.0	1282.0	611.0	417.0	206.0	57.0	9.0	nan	0.0	0.0	511512.0	880799.0
Sgr-CMvi_074-Ex1-cssl.clmp.fp2_r1_screen	4931.0	373.0	1631.0	205.0	172.0	80.0	42.0	33.0	1.0	nan	0.0	0.0	140358.0	194204.0
Sgr-CMvi_074-Ex1-cssl.clmp.fp2_r2_screen	4604.0	315.0	1432.0	274.0	208.0	100.0	46.0	29.0	1.0	nan	0.0	0.0	142527.0	192494.0
Sgr-CMvi_076-Ex1-cssl.clmp.fp2_r1_screen	19445.0	1372.0	227.0	1025.0	453.0	366.0	168.0	49.0	9.0	nan	0.0	0.0	357808.0	719372.0
Sgr-CMvi_076-Ex1-cssl.clmp.fp2_r2_screen	20325.0	1542.0	264.0	938.0	533.0	422.0	164.0	67.0	11.0	nan	0.0	0.0	361388.0	714640.0
Sgr-CMvi_077-Ex1-cssl.clmp.fp2_r1_screen	18610.0	1566.0	306.0	1073.0	516.0	475.0	193.0	97.0	1.0	nan	0.0	0.0	387347.0	670098.0
Sgr-CMvi_077-Ex1-cssl.clmp.fp2_r2_screen	19791.0	1458.0	362.0	986.0	544.0	453.0	142.0	76.0	7.0	nan	0.0	0.0	386797.0	669666.0
Sgr-CMvi_083-Ex1-cssl.clmp.fp2_r1_screen	2848.0	391.0	1354.0	159.0	24.0	75.0	36.0	17.0	12.0	nan	0.0	0.0	67695.0	94424.0
Sgr-CMvi_083-Ex1-cssl.clmp.fp2_r2_screen	2670.0	351.0	1294.0	156.0	44.0	37.0	10.0	17.0	1.0	nan	0.0	0.0	68198.0	94257.0
Sgr-CMvi_084-Ex1-cssl.clmp.fp2_r1_screen	928.0	89.0	87.0	81.0	21.0	15.0	11.0	5.0	0.0	nan	0.0	0.0	27923.0	43831.0
Sgr-CMvi_084-Ex1-cssl.clmp.fp2_r2_screen	944.0	74.0	85.0	86.0	21.0	19.0	16.0	6.0	1.0	nan	0.0	0.0	28390.0	43349.0
Sgr-CMvi_085-Ex1-cssl.clmp.fp2_r1_screen	13471.0	1027.0	9567.0	743.0	372.0	183.0	220.0	52.0	4.0	nan	0.0	0.0	295576.0	477032.0
Sgr-CMvi_085-Ex1-cssl.clmp.fp2_r2_screen	14655.0	942.0	8987.0	865.0	414.0	209.0	103.0	39.0	2.0	nan	0.0	0.0	293562.0	478469.0
Sgr-CMvi_086-Ex1-cssl.clmp.fp2_r1_screen	6470.0	383.0	1432.0	261.0	212.0	73.0	33.0	22.0	0.0	nan	0.0	0.0	166889.0	203540.0
Sgr-CMvi_086-Ex1-cssl.clmp.fp2_r2_screen	6296.0	463.0	1309.0	219.0	172.0	115.0	32.0	12.0	1.0	nan	0.0	0.0	163591.0	207105.0
Sgr-CMvi_087-Ex1-cssl.clmp.fp2_r1_screen	6347.0	610.0	152.0	298.0	86.0	50.0	26.0	37.0	8.0	nan	0.0	0.0	115366.0	216179.0
Sgr-CMvi_087-Ex1-cssl.clmp.fp2_r2_screen	6247.0	629.0	152.0	277.0	75.0	88.0	89.0	25.0	0.0	nan	0.0	0.0	117568.0	214009.0
Sgr-CMvi_088-Ex1-cssl.clmp.fp2_r1_screen	2710.0	229.0	1452.0	153.0	69.0	23.0	8.0	10.0	2.0	nan	0.0	0.0	67176.0	97943.0
Sgr-CMvi_088-Ex1-cssl.clmp.fp2_r2_screen	2829.0	175.0	1394.0	148.0	62.0	36.0	9.0	13.0	0.0	nan	0.0	0.0	68558.0	96551.0
Sgr-CMvi_089-Ex1-cssl.clmp.fp2_r1_screen	34962.0	2505.0	952.0	1929.0	700.0	640.0	343.0	168.0	92.0	nan	0.0	0.0	740244.0	1149650.0
Sgr-CMvi_089-Ex1-cssl.clmp.fp2_r2_screen	35174.0	2430.0	814.0	1711.0	622.0	758.0	218.0	143.0	38.0	nan	0.0	0.0	744105.0	1146172.0
Sgr-CMvi_092-Ex1-cssl.clmp.fp2_r1_screen	919.0	71.0	90.0	62.0	25.0	20.0	6.0	3.0	0.0	nan	0.0	0.0	23047.0	49984.0
Sgr-CMvi_092-Ex1-cssl.clmp.fp2_r2_screen	886.0	64.0	90.0	41.0	30.0	17.0	6.0	3.0	1.0	nan	0.0	0.0	23328.0	49761.0
