Sample	Protists_1k	Human	Bacteria_24k	Fungi_RefSeq_release	Bird	Plant	Coral	Viruses	Vectors	nt	Ecoli	Contamnts_Adaptrs	Multiple Genomes	No hits
Sgr-AJol_074-Ex1-cssl.clmp.fp2_r2_screen	99351.0	7546.0	12197.0	5699.0	2175.0	2272.0	1016.0	420.0	19.0	nan	0.0	0.0	2251512.0	7029907.0
Sgr-AJol_075-Ex1-cssl.clmp.fp2_r1_screen	98769.0	7290.0	9124.0	5492.0	2084.0	2066.0	941.0	485.0	12.0	nan	0.0	0.0	2362208.0	6752043.0
Sgr-AJol_075-Ex1-cssl.clmp.fp2_r2_screen	99980.0	7445.0	9246.0	5637.0	2196.0	2071.0	978.0	459.0	14.0	nan	0.0	0.0	2359521.0	6752967.0
Sgr-AJol_076-Ex1-cssl.clmp.fp2_r1_screen	62363.0	4474.0	16272.0	3226.0	1361.0	1300.0	564.0	288.0	11.0	nan	0.0	0.0	2863114.0	3241640.0
Sgr-AJol_076-Ex1-cssl.clmp.fp2_r2_screen	63631.0	4364.0	16136.0	3190.0	1354.0	1303.0	599.0	293.0	11.0	nan	0.0	0.0	2858994.0	3244738.0
Sgr-AJol_077-Ex1-cssl.clmp.fp2_r1_screen	100840.0	7558.0	13892.0	5373.0	2272.0	2057.0	1001.0	379.0	61.0	nan	0.0	0.0	4149300.0	5873143.0
Sgr-AJol_077-Ex1-cssl.clmp.fp2_r2_screen	102330.0	7348.0	14024.0	5355.0	2256.0	2053.0	965.0	383.0	13.0	nan	0.0	0.0	4143944.0	5877205.0
Sgr-AJol_078-Ex1-cssl.clmp.fp2_r1_screen	120254.0	8325.0	22950.0	6267.0	2404.0	2544.0	1178.0	474.0	114.0	nan	0.0	0.0	5617610.0	6647199.0
Sgr-AJol_078-Ex1-cssl.clmp.fp2_r2_screen	123072.0	8402.0	22866.0	6382.0	2398.0	2551.0	1077.0	417.0	25.0	nan	0.0	0.0	5609958.0	6652171.0
Sgr-AJol_079-Ex1-cssl.clmp.fp2_r1_screen	108353.0	7811.0	16739.0	5823.0	2226.0	2303.0	1119.0	495.0	20.0	nan	0.0	0.0	4848036.0	6068050.0
Sgr-AJol_079-Ex1-cssl.clmp.fp2_r2_screen	110279.0	7729.0	16696.0	5831.0	2131.0	2257.0	1150.0	481.0	30.0	nan	0.0	0.0	4843022.0	6071369.0
Sgr-AJol_080-Ex1-cssl.clmp.fp2_r1_screen	97771.0	8448.0	18409.0	5241.0	2186.0	2091.0	1000.0	370.0	19.0	nan	0.0	0.0	3418107.0	5514083.0
Sgr-AJol_080-Ex1-cssl.clmp.fp2_r2_screen	99612.0	8414.0	18522.0	5164.0	2094.0	2010.0	963.0	352.0	19.0	nan	0.0	0.0	3412865.0	5517710.0
Sgr-AJol_081-Ex1-cssl.clmp.fp2_r1_screen	142772.0	10163.0	22596.0	7483.0	3145.0	2933.0	1434.0	474.0	25.0	nan	0.0	0.0	4466355.0	8008868.0
Sgr-AJol_081-Ex1-cssl.clmp.fp2_r2_screen	145078.0	9978.0	22525.0	7370.0	3069.0	2954.0	1379.0	453.0	16.0	nan	0.0	0.0	4458225.0	8015201.0
Sgr-AJol_082-Ex1-cssl.clmp.fp2_r1_screen	153101.0	10788.0	24560.0	8117.0	3102.0	3112.0	1324.0	480.0	32.0	nan	0.0	0.0	4777941.0	7932311.0
Sgr-AJol_082-Ex1-cssl.clmp.fp2_r2_screen	154347.0	10790.0	24249.0	7794.0	3188.0	3147.0	1428.0	526.0	22.0	nan	0.0	0.0	4770608.0	7938769.0
Sgr-AJol_083-Ex1-cssl.clmp.fp2_r1_screen	134771.0	9742.0	19390.0	6912.0	2913.0	2806.0	1249.0	507.0	25.0	nan	0.0	0.0	3921487.0	7461962.0
Sgr-AJol_083-Ex1-cssl.clmp.fp2_r2_screen	137119.0	9875.0	19274.0	6901.0	2928.0	2766.0	1347.0	493.0	14.0	nan	0.0	0.0	3913304.0	7467743.0
Sgr-AJol_084-Ex1-cssl.clmp.fp2_r1_screen	126132.0	9456.0	26353.0	6851.0	2769.0	2570.0	1277.0	468.0	77.0	nan	0.0	0.0	3878389.0	8117202.0
Sgr-AJol_084-Ex1-cssl.clmp.fp2_r2_screen	128436.0	9326.0	26146.0	6940.0	2801.0	2569.0	1349.0	418.0	29.0	nan	0.0	0.0	3871459.0	8122071.0
Sgr-AJol_085-Ex1-cssl.clmp.fp2_r1_screen	76427.0	5496.0	16561.0	3980.0	1517.0	1580.0	812.0	257.0	29.0	nan	0.0	0.0	2924102.0	4386666.0
Sgr-AJol_085-Ex1-cssl.clmp.fp2_r2_screen	78086.0	5410.0	16450.0	3905.0	1552.0	1604.0	738.0	298.0	10.0	nan	0.0	0.0	2916774.0	4392600.0
Sgr-AJol_086-Ex1-cssl.clmp.fp2_r1_screen	92781.0	6291.0	15291.0	4693.0	1860.0	1760.0	919.0	304.0	19.0	nan	0.0	0.0	3593584.0	4668470.0
Sgr-AJol_086-Ex1-cssl.clmp.fp2_r2_screen	94153.0	6217.0	15276.0	4617.0	1777.0	1833.0	860.0	293.0	11.0	nan	0.0	0.0	3587433.0	4673502.0
Sgr-AJol_087-Ex1-cssl.clmp.fp2_r1_screen	117864.0	8617.0	10108.0	6300.0	2503.0	2488.0	1021.0	380.0	7.0	nan	0.0	0.0	2399623.0	7505961.0
Sgr-AJol_087-Ex1-cssl.clmp.fp2_r2_screen	119282.0	8638.0	10210.0	6278.0	2480.0	2532.0	1029.0	366.0	14.0	nan	0.0	0.0	2394060.0	7509983.0
Sgr-AJol_088-Ex1-cssl.clmp.fp2_r1_screen	100906.0	7513.0	20378.0	5240.0	2104.0	2073.0	915.0	303.0	12.0	nan	0.0	0.0	3704078.0	5799030.0
Sgr-AJol_088-Ex1-cssl.clmp.fp2_r2_screen	102528.0	7456.0	20410.0	5289.0	1970.0	2061.0	981.0	281.0	19.0	nan	0.0	0.0	3697705.0	5803852.0
Sgr-AJol_089-Ex1-cssl.clmp.fp2_r1_screen	72071.0	5548.0	8034.0	4009.0	1610.0	1586.0	629.0	276.0	23.0	nan	0.0	0.0	1734249.0	5224568.0
Sgr-AJol_089-Ex1-cssl.clmp.fp2_r2_screen	73311.0	5585.0	8051.0	4149.0	1611.0	1577.0	694.0	256.0	11.0	nan	0.0	0.0	1730674.0	5226684.0
Sgr-AJol_090-Ex1-cssl.clmp.fp2_r1_screen	101215.0	7796.0	27421.0	5839.0	2150.0	2251.0	1139.0	355.0	121.0	nan	0.0	0.0	4490124.0	7587237.0
Sgr-AJol_090-Ex1-cssl.clmp.fp2_r2_screen	103046.0	7891.0	27425.0	5657.0	2193.0	2261.0	1152.0	341.0	9.0	nan	0.0	0.0	4481101.0	7594572.0
Sgr-AJol_091-Ex1-cssl.clmp.fp2_r1_screen	111491.0	8397.0	15332.0	5926.0	2318.0	2439.0	1078.0	391.0	24.0	nan	0.0	0.0	3402971.0	7231189.0
Sgr-AJol_091-Ex1-cssl.clmp.fp2_r2_screen	113611.0	8554.0	15185.0	5759.0	2285.0	2386.0	1091.0	392.0	9.0	nan	0.0	0.0	3395704.0	7236580.0
Sgr-AJol_092-Ex1-cssl.clmp.fp2_r1_screen	83899.0	9111.0	21065.0	4412.0	1629.0	1717.0	802.0	359.0	16.0	nan	0.0	0.0	4671824.0	4808278.0
Sgr-AJol_092-Ex1-cssl.clmp.fp2_r2_screen	86883.0	8952.0	21231.0	4380.0	1629.0	1682.0	819.0	390.0	13.0	nan	0.0	0.0	4660213.0	4816920.0
Sgr-AJol_093-Ex1-cssl.clmp.fp2_r1_screen	81499.0	5782.0	20324.0	4011.0	1654.0	1605.0	713.0	266.0	15.0	nan	0.0	0.0	4280082.0	3561960.0
Sgr-AJol_093-Ex1-cssl.clmp.fp2_r2_screen	83262.0	5827.0	19991.0	4030.0	1559.0	1677.0	699.0	274.0	16.0	nan	0.0	0.0	4269862.0	3570714.0
Sgr-AJol_094-Ex1-cssl.clmp.fp2_r1_screen	136514.0	9759.0	20710.0	7365.0	2830.0	3037.0	1435.0	445.0	20.0	nan	0.0	0.0	4426107.0	8424080.0
Sgr-AJol_094-Ex1-cssl.clmp.fp2_r2_screen	139683.0	9637.0	20803.0	7565.0	2754.0	3069.0	1417.0	411.0	22.0	nan	0.0	0.0	4415042.0	8431899.0
Sgr-AJol_095-Ex1-cssl.clmp.fp2_r1_screen	44658.0	3406.0	8879.0	2764.0	951.0	988.0	516.0	169.0	8.0	nan	0.0	0.0	1922785.0	3133813.0
Sgr-AJol_095-Ex1-cssl.clmp.fp2_r2_screen	45852.0	3390.0	8774.0	2789.0	934.0	958.0	524.0	182.0	6.0	nan	0.0	0.0	1917108.0	3138420.0
Sgr-AJol_096-Ex1-cssl.clmp.fp2_r1_screen	40690.0	3341.0	12269.0	2056.0	866.0	865.0	371.0	131.0	13.0	nan	0.0	0.0	1846922.0	2184117.0
Sgr-AJol_096-Ex1-cssl.clmp.fp2_r2_screen	41105.0	3317.0	12145.0	2089.0	829.0	813.0	416.0	122.0	8.0	nan	0.0	0.0	1843406.0	2187391.0
Sgr-AMvi_001-Ex1-cssl.clmp.fp2_r1_screen	80056.0	13508.0	47320.0	4167.0	1337.0	1631.0	635.0	602.0	37.0	nan	0.0	1.0	14969427.0	3348020.0
Sgr-AMvi_001-Ex1-cssl.clmp.fp2_r2_screen	87220.0	13274.0	46807.0	4154.0	1262.0	1589.0	625.0	593.0	32.0	nan	0.0	0.0	14944699.0	3366486.0
Sgr-AMvi_002-Ex1-cssl.clmp.fp2_r1_screen	55380.0	671920.0	33427.0	0.0	0.0	0.0	0.0	0.0	797.0	nan	0.0	4.0	20046863.0	5947929.0
Sgr-AMvi_002-Ex1-cssl.clmp.fp2_r2_screen	159405.0	12793.0	13800.0	8019.0	2414.0	3035.0	1340.0	653.0	45.0	nan	0.0	0.0	20580130.0	5974686.0
Sgr-AMvi_003-Ex1-cssl.clmp.fp2_r1_screen	0.0	7733694.0	16873.0	0.0	0.0	0.0	0.0	0.0	2293.0	nan	26.0	2.0	12389872.0	5484161.0
Sgr-AMvi_003-Ex1-cssl.clmp.fp2_r2_screen	0.0	852437.0	41196.0	0.0	0.0	0.0	0.0	0.0	593.0	7159.0	0.0	0.0	19123492.0	5602044.0
Sgr-AMvi_004-Ex1-cssl.clmp.fp2_r1_screen	115234.0	126342.0	130584.0	6159.0	2080.0	2424.0	935.0	1135.0	46.0	nan	0.0	0.0	15042303.0	5556493.0
Sgr-AMvi_004-Ex1-cssl.clmp.fp2_r2_screen	120120.0	126160.0	130124.0	6224.0	1992.0	2397.0	979.0	1029.0	34.0	nan	0.0	0.0	15019298.0	5575378.0
Sgr-AMvi_005-Ex1-cssl.clmp.fp2_r1_screen	116152.0	61412.0	185169.0	6397.0	1861.0	2592.0	987.0	1214.0	41.0	nan	0.0	0.0	14696327.0	5902175.0
Sgr-AMvi_005-Ex1-cssl.clmp.fp2_r2_screen	121375.0	61233.0	183073.0	6121.0	1891.0	2415.0	934.0	1159.0	40.0	nan	0.0	0.0	14672937.0	5923149.0
Sgr-AMvi_006-Ex1-cssl.clmp.fp2_r1_screen	105058.0	41421.0	493447.0	6306.0	1803.0	2047.0	782.0	757.0	24.0	nan	0.0	1.0	9099129.0	5556563.0
Sgr-AMvi_006-Ex1-cssl.clmp.fp2_r2_screen	106853.0	41326.0	491299.0	6227.0	1659.0	2036.0	789.0	757.0	18.0	nan	0.0	1.0	9096748.0	5559625.0
Sgr-AMvi_009-Ex1-cssl.clmp.fp2_r1_screen	86635.0	259000.0	308392.0	7265.0	1372.0	1625.0	717.0	1106.0	93.0	nan	0.0	0.0	12999039.0	4756491.0
Sgr-AMvi_009-Ex1-cssl.clmp.fp2_r2_screen	91197.0	258746.0	306975.0	6806.0	1310.0	1586.0	691.0	1092.0	28.0	nan	0.0	0.0	12980233.0	4773071.0
Sgr-AMvi_011-Ex1-cssl.clmp.fp2_r1_screen	82167.0	20638.0	246011.0	4597.0	1365.0	1765.0	650.0	653.0	134.0	nan	0.0	0.0	9430429.0	3720297.0
Sgr-AMvi_011-Ex1-cssl.clmp.fp2_r2_screen	84759.0	20704.0	244846.0	4459.0	1357.0	1806.0	710.0	673.0	134.0	nan	0.0	0.0	9414101.0	3735157.0
Sgr-AMvi_012-Ex1-cssl.clmp.fp2_r1_screen	5875.0	1847.0	6045.0	351.0	93.0	147.0	58.0	40.0	4.0	nan	0.0	0.0	1511195.0	388352.0
Sgr-AMvi_012-Ex1-cssl.clmp.fp2_r2_screen	6411.0	1822.0	6139.0	341.0	99.0	134.0	49.0	44.0	4.0	nan	0.0	0.0	1509847.0	389117.0
Sgr-AMvi_013-Ex1-cssl.clmp.fp2_r1_screen	79617.0	14775.0	24543.0	4349.0	1531.0	1699.0	748.0	508.0	39.0	nan	0.0	1.0	13350785.0	3768487.0
Sgr-AMvi_013-Ex1-cssl.clmp.fp2_r2_screen	86129.0	14922.0	24137.0	4220.0	1479.0	1612.0	707.0	457.0	22.0	nan	0.0	0.0	13322489.0	3790908.0
Sgr-AMvi_014-Ex1-cssl.clmp.fp2_r1_screen	100121.0	26476.0	65801.0	5417.0	1617.0	2275.0	856.0	782.0	102.0	nan	0.0	1.0	21200219.0	4070823.0
Sgr-AMvi_014-Ex1-cssl.clmp.fp2_r2_screen	0.0	4569360.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	nan	0.0	0.0	764.0	20904366.0
Sgr-AMvi_015-Ex1-cssl.clmp.fp2_r1_screen	7613.0	6787.0	11673.0	739.0	125.0	155.0	64.0	90.0	2.0	nan	0.0	0.0	2627729.0	367881.0
Sgr-AMvi_015-Ex1-cssl.clmp.fp2_r2_screen	8760.0	6819.0	11741.0	764.0	107.0	160.0	65.0	90.0	5.0	nan	0.0	0.0	2622234.0	372113.0
Sgr-AMvi_018-Ex1-cssl.clmp.fp2_r1_screen	99874.0	275685.0	614376.0	9567.0	1147.0	1436.0	561.0	1852.0	14.0	nan	0.0	0.0	9113803.0	6001351.0
Sgr-AMvi_018-Ex1-cssl.clmp.fp2_r2_screen	101669.0	275788.0	613169.0	9335.0	1136.0	1423.0	534.0	1802.0	24.0	nan	0.0	0.0	9103763.0	6011023.0
Sgr-AMvi_019-Ex1-cssl.clmp.fp2_r1_screen	40393.0	76850.0	130411.0	2642.0	585.0	846.0	257.0	416.0	27.0	nan	0.0	0.0	7273183.0	1787111.0
Sgr-AMvi_019-Ex1-cssl.clmp.fp2_r2_screen	42673.0	76770.0	129347.0	2591.0	636.0	744.0	300.0	374.0	16.0	nan	0.0	0.0	7260053.0	1799217.0
Sgr-AMvi_020-Ex1-cssl.clmp.fp2_r1_screen	64241.0	40494.0	157073.0	4669.0	1131.0	1303.0	570.0	802.0	68.0	nan	0.0	0.0	8917762.0	3294040.0
Sgr-AMvi_020-Ex1-cssl.clmp.fp2_r2_screen	68311.0	40494.0	155125.0	4624.0	1065.0	1312.0	593.0	768.0	17.0	nan	0.0	0.0	8898329.0	3311515.0
Sgr-AMvi_022-Ex1-cssl.clmp.fp2_r1_screen	136986.0	363192.0	347098.0	11243.0	2316.0	2633.0	1052.0	1246.0	69.0	nan	0.0	0.0	14953942.0	6161293.0
Sgr-AMvi_022-Ex1-cssl.clmp.fp2_r2_screen	140514.0	364025.0	344301.0	11125.0	2302.0	2668.0	1074.0	1234.0	38.0	nan	0.0	1.0	14937108.0	6176680.0
Sgr-AMvi_023-Ex1-cssl.clmp.fp2_r1_screen	96643.0	33789.0	289020.0	5900.0	1474.0	1748.0	687.0	1226.0	28.0	nan	0.0	0.0	13485317.0	4894429.0
Sgr-AMvi_023-Ex1-cssl.clmp.fp2_r2_screen	100315.0	33790.0	286745.0	5819.0	1409.0	1718.0	745.0	1248.0	33.0	nan	0.0	0.0	13467080.0	4911359.0
Sgr-AMvi_025-Ex1-cssl.clmp.fp2_r1_screen	22441.0	3399.0	4457.0	972.0	303.0	454.0	133.0	74.0	10.0	nan	0.0	0.0	3572387.0	543390.0
Sgr-AMvi_025-Ex1-cssl.clmp.fp2_r2_screen	24516.0	3388.0	4335.0	909.0	282.0	460.0	115.0	80.0	6.0	nan	0.0	0.0	3564732.0	549197.0
Sgr-AMvi_027-Ex1-cssl.clmp.fp2_r1_screen	49977.0	30339.0	59035.0	3261.0	859.0	1112.0	493.0	568.0	28.0	nan	0.0	0.0	12447760.0	2132283.0
Sgr-AMvi_027-Ex1-cssl.clmp.fp2_r2_screen	55773.0	30665.0	57885.0	3273.0	871.0	1088.0	442.0	536.0	22.0	nan	0.0	1.0	12422260.0	2152899.0
Sgr-AMvi_029-Ex1-cssl.clmp.fp2_r1_screen	83332.0	115991.0	265508.0	5516.0	1112.0	1444.0	537.0	1185.0	21.0	nan	0.0	0.0	12385382.0	5585221.0
Sgr-AMvi_029-Ex1-cssl.clmp.fp2_r2_screen	87433.0	115856.0	263342.0	5395.0	1083.0	1444.0	495.0	1142.0	21.0	nan	0.0	0.0	12369061.0	5599977.0
Sgr-AMvi_030-Ex1-cssl.clmp.fp2_r1_screen	98606.0	73264.0	540985.0	7356.0	1602.0	1546.0	709.0	1450.0	8.0	nan	0.0	0.0	11912125.0	5925291.0
Sgr-AMvi_030-Ex1-cssl.clmp.fp2_r2_screen	101567.0	73062.0	537521.0	7147.0	1421.0	1468.0	735.0	1423.0	21.0	nan	0.0	0.0	11904005.0	5934572.0
Sgr-AMvi_031-Ex1-cssl.clmp.fp2_r1_screen	89479.0	104949.0	241091.0	7149.0	1930.0	1917.0	878.0	914.0	41.0	nan	0.0	0.0	10544024.0	5341018.0
Sgr-AMvi_031-Ex1-cssl.clmp.fp2_r2_screen	93163.0	104782.0	239700.0	7095.0	1760.0	1887.0	871.0	841.0	31.0	nan	0.0	0.0	10522642.0	5360618.0
Sgr-AMvi_032-Ex1-cssl.clmp.fp2_r1_screen	69408.0	244889.0	118741.0	4950.0	1319.0	1391.0	648.0	554.0	72.0	nan	0.0	0.0	11806701.0	3402583.0
Sgr-AMvi_032-Ex1-cssl.clmp.fp2_r2_screen	73919.0	244694.0	117899.0	4899.0	1172.0	1337.0	587.0	474.0	22.0	nan	0.0	0.0	11784889.0	3421364.0
Sgr-AMvi_033-Ex1-cssl.clmp.fp2_r1_screen	88480.0	40695.0	220954.0	6501.0	1800.0	1912.0	933.0	913.0	130.0	nan	0.0	0.0	13451564.0	5031795.0
Sgr-AMvi_033-Ex1-cssl.clmp.fp2_r2_screen	93469.0	40542.0	220524.0	6373.0	1727.0	1811.0	897.0	894.0	27.0	nan	0.0	0.0	13430657.0	5048756.0
Sgr-AMvi_034-Ex1-cssl.clmp.fp2_r1_screen	110707.0	288023.0	321492.0	13933.0	1739.0	2047.0	932.0	1452.0	65.0	nan	0.0	0.0	16437967.0	5113827.0
Sgr-AMvi_034-Ex1-cssl.clmp.fp2_r2_screen	115302.0	288915.0	318268.0	13762.0	1804.0	2014.0	900.0	1343.0	48.0	nan	0.0	0.0	16420397.0	5129431.0
Sgr-AMvi_035-Ex1-cssl.clmp.fp2_r1_screen	124991.0	177786.0	270102.0	12104.0	2140.0	2342.0	909.0	1468.0	39.0	nan	0.0	1.0	17299874.0	6146609.0
Sgr-AMvi_035-Ex1-cssl.clmp.fp2_r2_screen	131230.0	177749.0	268616.0	11923.0	1994.0	2354.0	922.0	1434.0	25.0	nan	0.0	0.0	17273874.0	6168244.0
Sgr-AMvi_036-Ex1-cssl.clmp.fp2_r1_screen	47634.0	64160.0	141602.0	4354.0	802.0	962.0	407.0	547.0	37.0	nan	0.0	0.0	8080716.0	3686494.0
Sgr-AMvi_036-Ex1-cssl.clmp.fp2_r2_screen	50511.0	64069.0	141121.0	4332.0	798.0	988.0	394.0	502.0	19.0	nan	0.0	0.0	8067662.0	3697319.0
Sgr-AMvi_037-Ex1-cssl.clmp.fp2_r1_screen	108044.0	251665.0	216581.0	13895.0	1740.0	2250.0	839.0	2079.0	37.0	nan	0.0	2.0	20816738.0	4831834.0
Sgr-AMvi_037-Ex1-cssl.clmp.fp2_r2_screen	117606.0	251036.0	215111.0	13761.0	1602.0	2013.0	780.0	2011.0	45.0	nan	0.0	1.0	20775785.0	4865953.0
Sgr-AMvi_038-Ex1-cssl.clmp.fp2_r1_screen	113966.0	148901.0	126852.0	10444.0	1847.0	2260.0	926.0	1558.0	95.0	nan	0.0	1.0	23652499.0	4467268.0
Sgr-AMvi_038-Ex1-cssl.clmp.fp2_r2_screen	125210.0	148611.0	125247.0	10506.0	1791.0	2193.0	828.0	1528.0	29.0	nan	0.0	0.0	23606322.0	4504352.0
Sgr-AMvi_039-Ex1-cssl.clmp.fp2_r1_screen	113751.0	23971.0	38588.0	5636.0	2199.0	2344.0	917.0	895.0	80.0	nan	0.0	1.0	15578767.0	7277500.0
Sgr-AMvi_039-Ex1-cssl.clmp.fp2_r2_screen	122917.0	24319.0	38205.0	5616.0	2032.0	2219.0	979.0	810.0	49.0	nan	0.0	0.0	15549263.0	7298240.0
Sgr-AMvi_041-Ex1-cssl.clmp.fp2_r1_screen	129582.0	161093.0	511020.0	9223.0	1919.0	2147.0	953.0	1464.0	42.0	nan	0.0	0.0	12296976.0	6904537.0
Sgr-AMvi_041-Ex1-cssl.clmp.fp2_r2_screen	135262.0	161414.0	506122.0	9112.0	1953.0	2083.0	830.0	1417.0	30.0	nan	0.0	1.0	12268168.0	6932564.0
Sgr-AMvi_042-Ex1-cssl.clmp.fp2_r1_screen	98059.0	67697.0	289209.0	8235.0	1610.0	1797.0	824.0	1445.0	23.0	nan	0.0	0.0	9815210.0	5248452.0
Sgr-AMvi_042-Ex1-cssl.clmp.fp2_r2_screen	101449.0	67348.0	287684.0	8227.0	1538.0	1808.0	767.0	1331.0	30.0	nan	0.0	0.0	9803054.0	5259325.0
Sgr-AMvi_043-Ex1-cssl.clmp.fp2_r1_screen	98759.0	73449.0	82295.0	6571.0	1792.0	2132.0	1033.0	970.0	55.0	nan	0.0	0.0	8885488.0	6000674.0
Sgr-AMvi_043-Ex1-cssl.clmp.fp2_r2_screen	102277.0	73331.0	81456.0	6526.0	1850.0	2175.0	1012.0	935.0	20.0	nan	0.0	0.0	8866294.0	6017342.0
Sgr-AMvi_044-Ex1-cssl.clmp.fp2_r1_screen	132089.0	132671.0	211776.0	9646.0	2288.0	2769.0	1265.0	1447.0	158.0	nan	0.0	0.0	16861781.0	7241459.0
Sgr-AMvi_044-Ex1-cssl.clmp.fp2_r2_screen	139801.0	132466.0	209730.0	9440.0	2287.0	2664.0	1177.0	1370.0	49.0	nan	0.0	0.0	16822470.0	7275895.0
Sgr-AMvi_045-Ex1-cssl.clmp.fp2_r1_screen	118735.0	108165.0	164107.0	11377.0	2259.0	2524.0	1264.0	1308.0	160.0	nan	0.0	0.0	11099974.0	7340229.0
Sgr-AMvi_045-Ex1-cssl.clmp.fp2_r2_screen	123516.0	107677.0	162720.0	11530.0	2268.0	2483.0	1208.0	1172.0	30.0	nan	0.0	0.0	11082189.0	7355309.0
Sgr-AMvi_046-Ex1-cssl.clmp.fp2_r1_screen	96794.0	117621.0	121376.0	6802.0	1882.0	2070.0	1090.0	1092.0	60.0	nan	0.0	0.0	10297256.0	6625278.0
Sgr-AMvi_046-Ex1-cssl.clmp.fp2_r2_screen	101031.0	117874.0	120524.0	6700.0	1796.0	2033.0	1004.0	1082.0	17.0	nan	0.0	0.0	10281892.0	6637368.0
Sgr-AMvi_047-Ex1-cssl.clmp.fp2_r1_screen	72575.0	31631.0	63310.0	4781.0	1375.0	1938.0	878.0	767.0	60.0	nan	0.0	1.0	12895474.0	4002431.0
Sgr-AMvi_047-Ex1-cssl.clmp.fp2_r2_screen	78074.0	31970.0	62707.0	4789.0	1414.0	2058.0	843.0	751.0	40.0	nan	0.0	0.0	12886729.0	4005846.0
Sgr-AMvi_048-Ex1-cssl.clmp.fp2_r1_screen	47055.0	30549.0	57740.0	2835.0	850.0	963.0	364.0	359.0	24.0	nan	0.0	0.0	7526393.0	3087717.0
Sgr-AMvi_048-Ex1-cssl.clmp.fp2_r2_screen	50925.0	30426.0	57901.0	2731.0	831.0	925.0	420.0	306.0	15.0	nan	0.0	0.0	7512973.0	3097396.0
Sgr-AMvi_049-Ex1-cssl.clmp.fp2_r1_screen	18492.0	2044.0	900.0	665.0	257.0	327.0	76.0	44.0	2.0	nan	0.0	0.0	2353519.0	649298.0
Sgr-AMvi_049-Ex1-cssl.clmp.fp2_r2_screen	19931.0	2105.0	898.0	616.0	213.0	338.0	92.0	40.0	0.0	nan	0.0	0.0	2349067.0	652324.0
Sgr-AMvi_050-Ex1-cssl.clmp.fp2_r1_screen	5414.0	458.0	284.0	166.0	70.0	118.0	40.0	29.0	2.0	nan	0.0	0.0	1418069.0	127087.0
Sgr-AMvi_050-Ex1-cssl.clmp.fp2_r2_screen	5903.0	502.0	264.0	203.0	71.0	96.0	32.0	16.0	0.0	nan	0.0	0.0	1416012.0	128638.0
Sgr-AMvi_051-Ex1-cssl.clmp.fp2_r1_screen	84963.0	7785.0	2250.0	3826.0	1631.0	1955.0	691.0	318.0	25.0	nan	0.0	0.0	4254319.0	4503080.0
Sgr-AMvi_051-Ex1-cssl.clmp.fp2_r2_screen	88420.0	7724.0	2147.0	3818.0	1600.0	1925.0	706.0	311.0	19.0	nan	0.0	0.0	4243118.0	4511055.0
Sgr-AMvi_052-Ex1-cssl.clmp.fp2_r1_screen	978.0	176.0	147.0	53.0	23.0	27.0	9.0	4.0	0.0	nan	0.0	0.0	140666.0	45658.0
Sgr-AMvi_052-Ex1-cssl.clmp.fp2_r2_screen	999.0	170.0	158.0	56.0	18.0	18.0	10.0	8.0	0.0	nan	0.0	0.0	144983.0	41321.0
Sgr-AMvi_053-Ex1-cssl.clmp.fp2_r1_screen	79052.0	7822.0	5304.0	3762.0	1545.0	1771.0	594.0	273.0	10.0	nan	0.0	0.0	2798311.0	4598824.0
Sgr-AMvi_053-Ex1-cssl.clmp.fp2_r2_screen	80861.0	7635.0	5303.0	3603.0	1521.0	1763.0	658.0	293.0	16.0	nan	0.0	0.0	2791543.0	4604072.0
Sgr-AMvi_054-Ex1-cssl.clmp.fp2_r1_screen	119632.0	23567.0	19822.0	5876.0	2628.0	2700.0	1101.0	469.0	15.0	nan	0.0	0.0	5253741.0	7006433.0
Sgr-AMvi_054-Ex1-cssl.clmp.fp2_r2_screen	122037.0	23534.0	19717.0	5771.0	2550.0	2447.0	1130.0	444.0	18.0	nan	0.0	0.0	5248172.0	7010164.0
Sgr-AMvi_055-Ex1-cssl.clmp.fp2_r1_screen	3999.0	555.0	468.0	182.0	75.0	93.0	30.0	14.0	0.0	nan	0.0	0.0	558675.0	164520.0
Sgr-AMvi_055-Ex1-cssl.clmp.fp2_r2_screen	4263.0	549.0	465.0	165.0	88.0	84.0	30.0	12.0	5.0	nan	0.0	0.0	557702.0	165248.0
Sgr-AMvi_056-Ex1-cssl.clmp.fp2_r1_screen	1804.0	425.0	416.0	78.0	33.0	47.0	15.0	11.0	3.0	nan	0.0	0.0	446441.0	76130.0
Sgr-AMvi_056-Ex1-cssl.clmp.fp2_r2_screen	2026.0	441.0	398.0	78.0	29.0	53.0	11.0	6.0	0.0	nan	0.0	0.0	445495.0	76866.0
Sgr-AMvi_057-Ex1-cssl.clmp.fp2_r1_screen	1492.0	396.0	664.0	66.0	22.0	38.0	11.0	7.0	0.0	nan	0.0	0.0	227432.0	59778.0
Sgr-AMvi_057-Ex1-cssl.clmp.fp2_r2_screen	1364.0	388.0	658.0	62.0	20.0	31.0	7.0	7.0	0.0	nan	0.0	0.0	233012.0	54357.0
Sgr-AMvi_058-Ex1-cssl.clmp.fp2_r1_screen	56070.0	7689.0	3193.0	2663.0	1030.0	1251.0	464.0	181.0	18.0	nan	0.0	0.0	2610649.0	2803924.0
