Sample	total_reads	Human counts	Human percentage	Ecoli counts	Ecoli percentage	PhiX counts	PhiX percentage	Contamnts_Adaptrs counts	Contamnts_Adaptrs percentage	Vectors counts	Vectors percentage	Bacteria_24k counts	Bacteria_24k percentage	Protists_1k counts	Protists_1k percentage	Viruses counts	Viruses percentage	Fungi_RefSeq_release counts	Fungi_RefSeq_release percentage	Coral counts	Coral percentage	Bird counts	Bird percentage	Plant counts	Plant percentage	No hits counts	No hits percentage	nt counts	nt percentage
Sgr-AJol_095-Ex1-cssl.clmp.fp2_r1_screen	5118937	1898873.0	37.08	15.0	0.0	0.0	0.0	94.0	0.0	813058.0	15.879999999999999	1792681.0	35.01	1959954.0	38.290000000000006	1786787.0	34.9	1896960.0	37.059999999999995	1814189.0	35.440000000000005	1832581.0	35.800000000000004	1831823.0	35.78	3133813	61.22		
Sgr-AJol_095-Ex1-cssl.clmp.fp2_r2_screen	5118937	1892632.0	36.97	12.0	0.0	0.0	0.0	24.0	0.0	809696.0	15.819999999999999	1782950.0	34.83	1955920.0	38.2	1777177.0	34.71	1891227.0	36.949999999999996	1804911.0	35.26	1824014.0	35.63	1825001.0	35.65	3138420	61.31		
Sgr-AJol_096-Ex1-cssl.clmp.fp2_r1_screen	4091641	1823944.0	44.57	25.0	0.0	0.0	0.0	113.0	0.0	1099281.0	26.87	1698198.0	41.5	1881120.0	45.98	1700978.0	41.57	1816747.0	44.4	1722541.0	42.1	1735324.0	42.410000000000004	1767255.0	43.19	2184117	53.38		
Sgr-AJol_096-Ex1-cssl.clmp.fp2_r2_screen	4091641	1820221.0	44.480000000000004	24.0	0.0	0.0	0.0	8.0	0.0	1092024.0	26.69	1690970.0	41.330000000000005	1877955.0	45.9	1694643.0	41.410000000000004	1813023.0	44.3	1715824.0	41.94	1730079.0	42.28	1762666.0	43.08	2187391	53.46		
Sgr-AMvi_001-Ex1-cssl.clmp.fp2_r1_screen	18466741	14911356.0	80.76	159.0	0.0	0.0	0.0	662.0	0.0	9442395.0	51.13	14530938.0	78.69	15026631.0	81.36999999999999	14566104.0	78.88000000000001	14897216.0	80.67	14626445.0	79.2	14671187.0	79.45	14757458.0	79.91	3348020	18.13		
Sgr-AMvi_001-Ex1-cssl.clmp.fp2_r2_screen	18466741	14881352.0	80.59	150.0	0.0	0.0	0.0	163.0	0.0	9336584.0	50.559999999999995	14444134.0	78.22	15007855.0	81.27000000000001	14506756.0	78.55	14868790.0	80.51	14563727.0	78.86	14625249.0	79.2	14715851.0	79.69	3366486	18.23		
Sgr-AMvi_002-Ex1-cssl.clmp.fp2_r1_screen	26756320	20516859.0	76.67999999999999	30.0	0.0	0.0	0.0	679.0	0.0	9393295.0	35.099999999999994	19687630.0	73.59	3552141.0	13.280000000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5947929	22.23		
Sgr-AMvi_002-Ex1-cssl.clmp.fp2_r2_screen	26756320	20467181.0	76.49	32.0	0.0	0.0	0.0	107.0	0.0	9301466.0	34.76	19579139.0	73.18	20686818.0	77.32000000000001	19687503.0	73.58	20460092.0	76.47	19839373.0	74.15	19919477.0	74.45	20118977.0	75.19000000000001	5974686	22.33		
Sgr-AMvi_003-Ex1-cssl.clmp.fp2_r1_screen	25626921	19806677.0	77.28	40.0	0.0	0.0	0.0	565.0	0.0	9108135.0	35.54	6660275.0	25.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5484161	21.4		
Sgr-AMvi_003-Ex1-cssl.clmp.fp2_r2_screen	25626921	19745553.0	77.03999999999999	53.0	0.0	0.0	0.0	42.0	0.0	9034015.0	35.25	18930196.0	73.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5602044	21.86	19405446.0	75.72999999999999
Sgr-AMvi_004-Ex1-cssl.clmp.fp2_r1_screen	20983735	15050026.0	71.72	321.0	0.0	0.0	0.0	485.0	0.0	11095654.0	52.88	14528213.0	69.24000000000001	15129106.0	72.09	14475454.0	68.97	14890033.0	70.96	14540047.0	69.28999999999999	14608360.0	69.62	14706950.0	70.09	5556493	26.48		
Sgr-AMvi_004-Ex1-cssl.clmp.fp2_r2_screen	20983735	15025594.0	71.6	285.0	0.0	0.0	0.0	66.0	0.0	11017933.0	52.51	14464504.0	68.92999999999999	15111435.0	72.02000000000001	14430010.0	68.76	14865608.0	70.85000000000001	14491763.0	69.06	14574254.0	69.45	14674012.0	69.93	5575378	26.57		
Sgr-AMvi_005-Ex1-cssl.clmp.fp2_r1_screen	20974327	14609171.0	69.65	420.0	0.0	0.0	0.0	473.0	0.0	9535367.0	45.46	14281829.0	68.08999999999999	14781199.0	70.47	14113182.0	67.28	14533385.0	69.29	14190203.0	67.64999999999999	14259360.0	67.97999999999999	14346590.0	68.39999999999999	5902175	28.14		
Sgr-AMvi_005-Ex1-cssl.clmp.fp2_r2_screen	20974327	14587928.0	69.55000000000001	419.0	0.0	0.0	0.0	59.0	0.0	9470234.0	45.15	14227588.0	67.83	14765670.0	70.39	14072110.0	67.08999999999999	14511579.0	69.18	14146517.0	67.44	14227580.0	67.83	14318802.0	68.27	5923149	28.24		
Sgr-AMvi_006-Ex1-cssl.clmp.fp2_r1_screen	15307338	8875233.0	57.98	570.0	0.0	0.0	0.0	197.0	0.0	5915194.0	38.65	9151097.0	59.779999999999994	9182599.0	59.99	8509752.0	55.589999999999996	8827610.0	57.67	8567626.0	55.970000000000006	8609628.0	56.25	8684799.0	56.730000000000004	5556563	36.3		
Sgr-AMvi_006-Ex1-cssl.clmp.fp2_r2_screen	15307338	8874924.0	57.98	504.0	0.0	0.0	0.0	15.0	0.0	5887629.0	38.46	9132619.0	59.66	9183045.0	59.98	8501309.0	55.53	8827611.0	57.67	8556612.0	55.89	8604058.0	56.21	8680793.0	56.71	5559625	36.32		
Sgr-AMvi_009-Ex1-cssl.clmp.fp2_r1_screen	18421735	13098742.0	71.08999999999999	468.0	0.0	0.0	0.0	166.0	0.0	8344640.0	45.300000000000004	12822281.0	69.6	13060438.0	70.9	12456418.0	67.61999999999999	12777893.0	69.36	12510540.0	67.91	12573947.0	68.25999999999999	12616430.0	68.47999999999999	4756491	25.82		
Sgr-AMvi_009-Ex1-cssl.clmp.fp2_r2_screen	18421735	13082236.0	71.02000000000001	435.0	0.0	0.0	0.0	19.0	0.0	8295696.0	45.03	12780031.0	69.36	13047765.0	70.84	12426576.0	67.44999999999999	12763428.0	69.28	12479849.0	67.74000000000001	12552044.0	68.14	12595655.0	68.37	4773071	25.91		
Sgr-AMvi_011-Ex1-cssl.clmp.fp2_r1_screen	13508706	9293580.0	68.8	905.0	0.0	0.0	0.0	153.0	0.0	6317279.0	46.769999999999996	9283351.0	68.72	9490990.0	70.26	8992585.0	66.57000000000001	9269988.0	68.63000000000001	9040980.0	66.91999999999999	9074032.0	67.17	9154238.0	67.77	3720297	27.54		
Sgr-AMvi_011-Ex1-cssl.clmp.fp2_r2_screen	13508706	9280665.0	68.71000000000001	887.0	0.0	0.0	0.0	9.0	0.0	6295802.0	46.61	9255378.0	68.51	9479244.0	70.17	8971979.0	66.41000000000001	9256989.0	68.53	9019318.0	66.76	9056691.0	67.04	9138024.0	67.64	3735157	27.65		
Sgr-AMvi_012-Ex1-cssl.clmp.fp2_r1_screen	1914007	1505932.0	78.68	19.0	0.0	0.0	0.0	33.0	0.0	1000336.0	52.269999999999996	1471770.0	76.89	1514671.0	79.13	1471033.0	76.86	1503468.0	78.55	1477816.0	77.21000000000001	1483470.0	77.5	1489375.0	77.82	388352	20.29		
Sgr-AMvi_012-Ex1-cssl.clmp.fp2_r2_screen	1914007	1504430.0	78.6	19.0	0.0	0.0	0.0	3.0	0.0	994548.0	51.96	1468232.0	76.71000000000001	1513840.0	79.09	1467902.0	76.69	1501894.0	78.46	1474743.0	77.04	1481130.0	77.38	1487256.0	77.71	389117	20.33		
Sgr-AMvi_013-Ex1-cssl.clmp.fp2_r1_screen	17247082	13297829.0	77.11	77.0	0.0	0.0	0.0	412.0	0.0	7994434.0	46.35	12890731.0	74.74000000000001	13405480.0	77.73	12929812.0	74.97	13283962.0	77.02	13004544.0	75.39999999999999	13030245.0	75.55	13116494.0	76.05000000000001	3768487	21.85		
Sgr-AMvi_013-Ex1-cssl.clmp.fp2_r2_screen	17247082	13267757.0	76.92999999999999	79.0	0.0	0.0	0.0	79.0	0.0	7892576.0	45.76	12809304.0	74.27000000000001	13384224.0	77.61	12870660.0	74.61999999999999	13253439.0	76.84	12941027.0	75.03	12983637.0	75.28	13074839.0	75.81	3790908	21.98		
Sgr-AMvi_014-Ex1-cssl.clmp.fp2_r1_screen	25474490	21129476.0	82.94000000000001	205.0	0.0	0.0	0.0	666.0	0.0	15603042.0	61.25	20574434.0	80.75999999999999	21269285.0	83.49000000000001	20653290.0	81.07	21095659.0	82.80999999999999	20727207.0	81.36000000000001	20781812.0	81.59	20913853.0	82.1	4070823	15.98		
Sgr-AMvi_014-Ex1-cssl.clmp.fp2_r2_screen	25474490	4569360.0	17.939999999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20904366	82.06		
Sgr-AMvi_015-Ex1-cssl.clmp.fp2_r1_screen	3022858	2625132.0	86.83999999999999	21.0	0.0	0.0	0.0	53.0	0.0	2234896.0	73.93	2570289.0	85.03	2632269.0	87.07000000000001	2576931.0	85.25	2616010.0	86.54	2581956.0	85.41000000000001	2585643.0	85.53	2600440.0	86.02000000000001	367881	12.17		
Sgr-AMvi_015-Ex1-cssl.clmp.fp2_r2_screen	3022858	2618986.0	86.63000000000001	22.0	0.0	0.0	0.0	8.0	0.0	2202322.0	72.85	2550322.0	84.37	2627733.0	86.92999999999999	2564170.0	84.82	2609417.0	86.32000000000001	2567799.0	84.94	2575588.0	85.2	2591645.0	85.73	372113	12.31		
Sgr-AMvi_018-Ex1-cssl.clmp.fp2_r1_screen	16119666	9101120.0	56.46	1270.0	0.01	0.0	0.0	190.0	0.0	6675919.0	41.42	9338402.0	57.93	9195813.0	57.05	8524180.0	52.879999999999995	8770038.0	54.41	8557636.0	53.080000000000005	8592545.0	53.300000000000004	8639892.0	53.6	6001351	37.23		
Sgr-AMvi_018-Ex1-cssl.clmp.fp2_r2_screen	16119666	9094884.0	56.419999999999995	1265.0	0.01	0.0	0.0	33.0	0.0	6639172.0	41.19	9310810.0	57.769999999999996	9187401.0	56.99	8510025.0	52.79	8765361.0	54.379999999999995	8541649.0	52.98	8582355.0	53.25	8631077.0	53.54	6011023	37.29		
Sgr-AMvi_019-Ex1-cssl.clmp.fp2_r1_screen	9312721	7266848.0	78.03	184.0	0.0	0.0	0.0	104.0	0.0	4718401.0	50.67	7152784.0	76.81	7300007.0	78.38000000000001	7000443.0	75.17	7173783.0	77.02000000000001	7031735.0	75.5	7050296.0	75.71	7099537.0	76.24000000000001	1787111	19.19		
Sgr-AMvi_019-Ex1-cssl.clmp.fp2_r2_screen	9312721	7254008.0	77.9	157.0	0.0	0.0	0.0	18.0	0.0	4694650.0	50.41	7125805.0	76.52000000000001	7289645.0	78.28	6979626.0	74.95	7161163.0	76.89	7010067.0	75.28	7033622.0	75.53	7083383.0	76.06	1799217	19.32		
Sgr-AMvi_020-Ex1-cssl.clmp.fp2_r1_screen	12482153	8855898.0	70.94000000000001	246.0	0.0	0.0	0.0	107.0	0.0	6244100.0	50.03	8750821.0	70.11	8964504.0	71.82000000000001	8582314.0	68.75	8807544.0	70.57000000000001	8622799.0	69.07000000000001	8668597.0	69.44999999999999	8701929.0	69.72	3294040	26.39		
Sgr-AMvi_020-Ex1-cssl.clmp.fp2_r2_screen	12482153	8837280.0	70.81	273.0	0.0	0.0	0.0	20.0	0.0	6201844.0	49.69	8710409.0	69.78	8949183.0	71.7	8551126.0	68.51	8788586.0	70.41	8590412.0	68.82000000000001	8642325.0	69.24	8678670.0	69.53	3311515	26.53		
Sgr-AMvi_022-Ex1-cssl.clmp.fp2_r1_screen	21981070	15094763.0	68.67	617.0	0.0	0.0	0.0	169.0	0.0	9311233.0	42.36	14619284.0	66.5	15056657.0	68.49	14187712.0	64.54	14650549.0	66.65	14268180.0	64.91000000000001	14337540.0	65.22	14414719.0	65.58	6161293	28.03		
Sgr-AMvi_022-Ex1-cssl.clmp.fp2_r2_screen	21981070	15083038.0	68.62	621.0	0.0	0.0	0.0	23.0	0.0	9258421.0	42.12	14572895.0	66.29	15044388.0	68.44	14157780.0	64.41000000000001	14639090.0	66.59	14238239.0	64.77	14319256.0	65.14	14397989.0	65.5	6176680	28.1		
Sgr-AMvi_023-Ex1-cssl.clmp.fp2_r1_screen	18810261	13332988.0	70.89	441.0	0.0	0.0	0.0	265.0	0.0	9037399.0	48.04	13318834.0	70.81	13558416.0	72.08	12963953.0	68.92	13294397.0	70.68	13024749.0	69.24	13091531.0	69.6	13144447.0	69.88000000000001	4894429	26.02		
Sgr-AMvi_023-Ex1-cssl.clmp.fp2_r2_screen	18810261	13315629.0	70.79	460.0	0.0	0.0	0.0	22.0	0.0	8998500.0	47.83	13276511.0	70.59	13543121.0	72.0	12931593.0	68.74000000000001	13275968.0	70.58	12992307.0	69.06	13066037.0	69.47	13120814.0	69.75999999999999	4911359	26.11		
Sgr-AMvi_025-Ex1-cssl.clmp.fp2_r1_screen	4148020	3558308.0	85.78	8.0	0.0	0.0	0.0	37.0	0.0	2781171.0	67.05	3417391.0	82.39	3588982.0	86.53	3449095.0	83.14	3551983.0	85.63000000000001	3465366.0	83.54	3472817.0	83.72	3511301.0	84.64999999999999	543390	13.1		
Sgr-AMvi_025-Ex1-cssl.clmp.fp2_r2_screen	4148020	3549426.0	85.57000000000001	16.0	0.0	0.0	0.0	14.0	0.0	2744017.0	66.15	3392950.0	81.8	3583513.0	86.39	3430678.0	82.71	3543068.0	85.42	3445950.0	83.07	3456879.0	83.34	3498502.0	84.34	549197	13.24		
Sgr-AMvi_027-Ex1-cssl.clmp.fp2_r1_screen	14725715	12421276.0	84.36	167.0	0.0	0.0	0.0	309.0	0.0	9277001.0	62.99	12133270.0	82.39	12479604.0	84.75	12153498.0	82.52999999999999	12381198.0	84.07	12188616.0	82.76	12221116.0	82.98	12290089.0	83.47	2132283	14.48		
Sgr-AMvi_027-Ex1-cssl.clmp.fp2_r2_screen	14725715	12393257.0	84.16	159.0	0.0	0.0	0.0	57.0	0.0	9165352.0	62.239999999999995	12052511.0	81.85000000000001	12459000.0	84.61	12098961.0	82.16	12352574.0	83.89	12130839.0	82.37	12178516.0	82.69	12251513.0	83.2	2152899	14.62		
Sgr-AMvi_029-Ex1-cssl.clmp.fp2_r1_screen	18445249	12344206.0	66.92999999999999	568.0	0.0	0.0	0.0	466.0	0.0	8602306.0	46.64	12167586.0	65.97	12447729.0	67.49	11859328.0	64.28999999999999	12201712.0	66.16000000000001	11926498.0	64.66	11943213.0	64.75999999999999	12044110.0	65.30000000000001	5585221	30.28		
Sgr-AMvi_029-Ex1-cssl.clmp.fp2_r2_screen	18445249	12328737.0	66.84	506.0	0.0	0.0	0.0	42.0	0.0	8548318.0	46.35	12120979.0	65.71	12434924.0	67.42	11830947.0	64.14	12188267.0	66.08000000000001	11895241.0	64.49000000000001	11921045.0	64.63	12023515.0	65.19000000000001	5599977	30.36		
Sgr-AMvi_030-Ex1-cssl.clmp.fp2_r1_screen	18562942	11698055.0	63.01	886.0	0.0	0.0	0.0	183.0	0.0	7707100.0	41.52	12077110.0	65.06	11990637.0	64.59	11329821.0	61.04	11619045.0	62.58	11388371.0	61.35	11410154.0	61.46	11474512.0	61.82	5925291	31.92		
Sgr-AMvi_030-Ex1-cssl.clmp.fp2_r2_screen	18562942	11693284.0	63.0	894.0	0.0	0.0	0.0	25.0	0.0	7662409.0	41.28	12042521.0	64.87	11984709.0	64.57000000000001	11313522.0	60.95	11614148.0	62.56	11369433.0	61.239999999999995	11400193.0	61.42	11465718.0	61.76	5934572	31.97		
Sgr-AMvi_031-Ex1-cssl.clmp.fp2_r1_screen	16333390	10497622.0	64.27	423.0	0.0	0.0	0.0	260.0	0.0	6391954.0	39.13	10373980.0	63.52	10608219.0	64.95	10074338.0	61.68	10372395.0	63.51	10130233.0	62.010000000000005	10178110.0	62.31	10226322.0	62.61000000000001	5341018	32.7		
Sgr-AMvi_031-Ex1-cssl.clmp.fp2_r2_screen	16333390	10478706.0	64.15	398.0	0.0	0.0	0.0	15.0	0.0	6357654.0	38.92	10333495.0	63.269999999999996	10591636.0	64.84	10043289.0	61.480000000000004	10354050.0	63.400000000000006	10098864.0	61.82	10153806.0	62.160000000000004	10203641.0	62.47	5360618	32.82		
Sgr-AMvi_032-Ex1-cssl.clmp.fp2_r1_screen	15651256	11962056.0	76.42999999999999	173.0	0.0	0.0	0.0	154.0	0.0	5593047.0	35.74	11478645.0	73.34	11852122.0	75.72	11331635.0	72.4	11668382.0	74.55	11403340.0	72.86	11444530.0	73.12	11495344.0	73.45	3402583	21.74		
Sgr-AMvi_032-Ex1-cssl.clmp.fp2_r2_screen	15651256	11937896.0	76.28	176.0	0.0	0.0	0.0	12.0	0.0	5551651.0	35.47	11432599.0	73.06	11834099.0	75.61	11288509.0	72.12	11646130.0	74.41000000000001	11362846.0	72.59	11412274.0	72.92	11465854.0	73.25999999999999	3421364	21.86		
Sgr-AMvi_033-Ex1-cssl.clmp.fp2_r1_screen	18845677	13348486.0	70.84	268.0	0.0	0.0	0.0	312.0	0.0	7277983.0	38.62	13190774.0	70.00999999999999	13512326.0	71.7	12926192.0	68.58	13307578.0	70.61999999999999	13014500.0	69.05	13044850.0	69.22	13125200.0	69.65	5031795	26.7		
Sgr-AMvi_033-Ex1-cssl.clmp.fp2_r2_screen	18845677	13329035.0	70.73	290.0	0.0	0.0	0.0	17.0	0.0	7231323.0	38.37	13143289.0	69.74000000000001	13497629.0	71.61	12889276.0	68.39	13288868.0	70.51	12976347.0	68.85000000000001	13015687.0	69.06	13099136.0	69.50999999999999	5048756	26.79		
Sgr-AMvi_034-Ex1-cssl.clmp.fp2_r1_screen	22292184	16540114.0	74.2	405.0	0.0	0.0	0.0	214.0	0.0	10305774.0	46.23	16111328.0	72.27	16515100.0	74.08000000000001	15738532.0	70.6	16197085.0	72.67	15822150.0	70.97	15898333.0	71.32000000000001	15963403.0	71.61	5113827	22.94		
Sgr-AMvi_034-Ex1-cssl.clmp.fp2_r2_screen	22292184	16526550.0	74.14	437.0	0.0	0.0	0.0	19.0	0.0	10242058.0	45.949999999999996	16063898.0	72.06	16503751.0	74.04	15705910.0	70.45	16184684.0	72.61	15789111.0	70.82000000000001	15875338.0	71.22	15945391.0	71.53	5129431	23.01		
Sgr-AMvi_035-Ex1-cssl.clmp.fp2_r1_screen	24038365	17293029.0	71.92999999999999	408.0	0.0	0.0	0.0	378.0	0.0	12929298.0	53.78	16838770.0	70.06	17393784.0	72.36	16565659.0	68.91	17077527.0	71.03999999999999	16664500.0	69.33	16673180.0	69.37	16833626.0	70.03	6146609	25.57		
Sgr-AMvi_035-Ex1-cssl.clmp.fp2_r2_screen	24038365	17267198.0	71.83999999999999	417.0	0.0	0.0	0.0	29.0	0.0	12833084.0	53.38	16769761.0	69.76	17373632.0	72.26	16516872.0	68.71000000000001	17051915.0	70.94	16611602.0	69.10000000000001	16633701.0	69.2	16799009.0	69.88	6168244	25.66		
Sgr-AMvi_036-Ex1-cssl.clmp.fp2_r1_screen	12027715	8058651.0	67.0	154.0	0.0	0.0	0.0	238.0	0.0	4666502.0	38.800000000000004	7919723.0	65.85	8112402.0	67.45	7753947.0	64.46000000000001	7979486.0	66.33999999999999	7803071.0	64.87	7831148.0	65.11	7871517.0	65.45	3686494	30.65		
Sgr-AMvi_036-Ex1-cssl.clmp.fp2_r2_screen	12027715	8045345.0	66.89	183.0	0.0	0.0	0.0	26.0	0.0	4645290.0	38.620000000000005	7893761.0	65.63	8103058.0	67.37	7732661.0	64.28	7967130.0	66.24	7781883.0	64.7	7812837.0	64.96	7855558.0	65.31	3697319	30.74		
Sgr-AMvi_037-Ex1-cssl.clmp.fp2_r1_screen	26245704	20954201.0	79.84	363.0	0.0	0.0	0.0	678.0	0.0	15043901.0	57.32	20291293.0	77.31	20894390.0	79.61	20197366.0	76.96	20651178.0	78.69	20264173.0	77.2	20291392.0	77.31	20449685.0	77.92	4831834	18.41		
Sgr-AMvi_037-Ex1-cssl.clmp.fp2_r2_screen	26245704	20907782.0	79.67	358.0	0.0	0.0	0.0	173.0	0.0	14842025.0	56.55	20141683.0	76.75	20863342.0	79.5	20101198.0	76.58	20606623.0	78.52	20162342.0	76.82	20221388.0	77.05	20385724.0	77.68	4865953	18.54		
Sgr-AMvi_038-Ex1-cssl.clmp.fp2_r1_screen	28526617	23690995.0	83.05	269.0	0.0	0.0	0.0	932.0	0.0	18283818.0	64.1	22967049.0	80.50999999999999	23733989.0	83.2	23037372.0	80.75	23505925.0	82.39	23097011.0	80.96000000000001	23166831.0	81.21	23307627.0	81.7	4467268	15.66		
Sgr-AMvi_038-Ex1-cssl.clmp.fp2_r2_screen	28526617	23640259.0	82.87	279.0	0.0	0.0	0.0	280.0	0.0	18057717.0	63.3	22807329.0	79.96	23699706.0	83.08	22935975.0	80.4	23456192.0	82.22	22989952.0	80.59	23088304.0	80.94	23238468.0	81.46	4504352	15.79		
Sgr-AMvi_039-Ex1-cssl.clmp.fp2_r1_screen	23044649	15502191.0	67.26	80.0	0.0	0.0	0.0	1159.0	0.0	10469441.0	45.43	14848476.0	64.43	15662120.0	67.96000000000001	14896896.0	64.64	15475456.0	67.14999999999999	15032607.0	65.22999999999999	14916727.0	64.73	15214023.0	66.02000000000001	7277500	31.58		
Sgr-AMvi_039-Ex1-cssl.clmp.fp2_r2_screen	23044649	15467818.0	67.11	87.0	0.0	0.0	0.0	113.0	0.0	10365479.0	44.97	14765279.0	64.07000000000001	15641840.0	67.86999999999999	14833071.0	64.36	15443062.0	67.01	14965983.0	64.93	14861944.0	64.49	15166594.0	65.80999999999999	7298240	31.67		
Sgr-AMvi_041-Ex1-cssl.clmp.fp2_r1_screen	20018956	12182044.0	60.86	861.0	0.0	0.0	0.0	535.0	0.0	8638911.0	43.16	12290003.0	61.4	12400685.0	61.94	11645143.0	58.16	11986590.0	59.88	11697178.0	58.43	11744079.0	58.66	11825527.0	59.07	6904537	34.49		
Sgr-AMvi_041-Ex1-cssl.clmp.fp2_r2_screen	20018956	12158286.0	60.74	844.0	0.0	0.0	0.0	71.0	0.0	8579597.0	42.86	12226481.0	61.07	12378499.0	61.83	11603278.0	57.949999999999996	11963858.0	59.77	11654366.0	58.21	11712112.0	58.510000000000005	11794838.0	58.919999999999995	6932564	34.63		
Sgr-AMvi_042-Ex1-cssl.clmp.fp2_r1_screen	15532561	9713952.0	62.53	450.0	0.0	0.0	0.0	170.0	0.0	5853288.0	37.69	9680423.0	62.32	9891044.0	63.67	9328258.0	60.05	9635849.0	62.03	9386765.0	60.42	9433669.0	60.73	9490057.0	61.089999999999996	5248452	33.79		
Sgr-AMvi_042-Ex1-cssl.clmp.fp2_r2_screen	15532561	9701727.0	62.46	395.0	0.0	0.0	0.0	23.0	0.0	5817683.0	37.46	9645121.0	62.089999999999996	9882265.0	63.63	9300835.0	59.88	9624613.0	61.96	9360529.0	60.26	9414695.0	60.61	9471797.0	60.98	5259325	33.86		
Sgr-AMvi_043-Ex1-cssl.clmp.fp2_r1_screen	15153218	8870436.0	58.53	194.0	0.0	0.0	0.0	373.0	0.0	5188001.0	34.24	8519300.0	56.22	8959522.0	59.13	8455818.0	55.800000000000004	8783765.0	57.96	8524150.0	56.25	8574209.0	56.58	8620597.0	56.89	6000674	39.6		
Sgr-AMvi_043-Ex1-cssl.clmp.fp2_r2_screen	15153218	8851298.0	58.410000000000004	197.0	0.0	0.0	0.0	36.0	0.0	5152494.0	34.01	8482886.0	55.98	8945655.0	59.029999999999994	8423430.0	55.58	8765476.0	57.839999999999996	8491877.0	56.03	8547275.0	56.410000000000004	8596296.0	56.72	6017342	39.71		
Sgr-AMvi_044-Ex1-cssl.clmp.fp2_r1_screen	24597349	16826796.0	68.41	408.0	0.0	0.0	0.0	273.0	0.0	10017886.0	40.73	16378018.0	66.58	16955440.0	68.92999999999999	16164725.0	65.71	16669321.0	67.76	16266288.0	66.13000000000001	16336681.0	66.42	16432431.0	66.8	7241459	29.44		
Sgr-AMvi_044-Ex1-cssl.clmp.fp2_r2_screen	24597349	16787599.0	68.25	387.0	0.0	0.0	0.0	15.0	0.0	9941814.0	40.42	16301510.0	66.28	16925148.0	68.80999999999999	16100943.0	65.46000000000001	16631011.0	67.61	16201500.0	65.86	16283770.0	66.2	16383145.0	66.61	7275895	29.58		
Sgr-AMvi_045-Ex1-cssl.clmp.fp2_r1_screen	18850102	11048102.0	58.6	331.0	0.0	0.0	0.0	339.0	0.0	6801839.0	36.08	10687194.0	56.699999999999996	11190285.0	59.370000000000005	10533776.0	55.87	10952380.0	58.1	10605759.0	56.25	10660079.0	56.55	10734000.0	56.940000000000005	7340229	38.94		
Sgr-AMvi_045-Ex1-cssl.clmp.fp2_r2_screen	18850102	11029090.0	58.510000000000005	322.0	0.0	0.0	0.0	45.0	0.0	6756154.0	35.839999999999996	10646592.0	56.48	11177456.0	59.29	10499934.0	55.69	10933394.0	58.0	10570062.0	56.06	10632472.0	56.4	10709053.0	56.800000000000004	7355309	39.02		
Sgr-AMvi_046-Ex1-cssl.clmp.fp2_r1_screen	17271321	10315563.0	59.72	222.0	0.0	0.0	0.0	217.0	0.0	5728513.0	33.160000000000004	9966940.0	57.71	10369775.0	60.04	9843656.0	56.99	10175880.0	58.92	9912991.0	57.39	9964716.0	57.69	10013758.0	57.98	6625278	38.36		
Sgr-AMvi_046-Ex1-cssl.clmp.fp2_r2_screen	17271321	10298704.0	59.63	227.0	0.0	0.0	0.0	13.0	0.0	5687776.0	32.93	9931435.0	57.5	10358314.0	59.96	9814402.0	56.82	10160211.0	58.830000000000005	9882611.0	57.22	9941700.0	57.56	9992637.0	57.86	6637368	38.43		
Sgr-AMvi_047-Ex1-cssl.clmp.fp2_r1_screen	17075221	12848842.0	75.26	107.0	0.0	0.0	0.0	531.0	0.0	7345400.0	43.019999999999996	12468921.0	73.03	12939544.0	75.77	12455872.0	72.95	12808599.0	75.0	12524789.0	73.35	12573687.0	73.64	12657229.0	74.11999999999999	4002431	23.44		
Sgr-AMvi_047-Ex1-cssl.clmp.fp2_r2_screen	17075221	12838386.0	75.19000000000001	104.0	0.0	0.0	0.0	83.0	0.0	7315149.0	42.839999999999996	12450245.0	72.92	12935648.0	75.76	12439171.0	72.85000000000001	12799510.0	74.95	12508041.0	73.25	12558171.0	73.55	12643667.0	74.05	4005846	23.46		
Sgr-AMvi_048-Ex1-cssl.clmp.fp2_r1_screen	10754849	7500935.0	69.74000000000001	113.0	0.0	0.0	0.0	216.0	0.0	4371882.0	40.65	7264277.0	67.54	7558602.0	70.29	7227525.0	67.2	7464074.0	69.39	7277369.0	67.66	7289138.0	67.77	7361361.0	68.44	3087717	28.71		
Sgr-AMvi_048-Ex1-cssl.clmp.fp2_r2_screen	10754849	7486373.0	69.61	89.0	0.0	0.0	0.0	22.0	0.0	4338645.0	40.339999999999996	7237319.0	67.3	7549324.0	70.19	7202426.0	66.97000000000001	7449536.0	69.26	7253374.0	67.44	7266854.0	67.57000000000001	7343405.0	68.28	3097396	28.8		
