
Analysis complete for Hte-ATic_001-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Started analysis of Hte-ATic_001-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 95% complete for Hte-ATic_061-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Analysis complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Started analysis of Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 5% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 10% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 15% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 20% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 25% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 30% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 35% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 40% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 45% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 50% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 55% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 60% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 65% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 70% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 75% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 80% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 85% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 90% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 95% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Analysis complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Started analysis of Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 5% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 10% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 15% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 20% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 25% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 30% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 35% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 40% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 45% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 50% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 55% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 60% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 65% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 70% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 75% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 80% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 85% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 90% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 95% complete for Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Analysis complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Started analysis of Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 5% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 10% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 15% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 20% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 25% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 30% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 35% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 40% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 45% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 50% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 55% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 60% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 65% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 70% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 75% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 80% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 85% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 90% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 95% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Analysis complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Started analysis of Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 5% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 10% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 15% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 20% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 25% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 30% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 35% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 40% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 45% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 50% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 55% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 60% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 65% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 70% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 75% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 80% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 85% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 90% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 95% complete for Hte-ATic_051-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Analysis complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Started analysis of Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 5% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 10% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 15% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 20% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 25% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 30% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 35% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 40% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 45% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 50% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 55% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 60% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 65% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 70% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 75% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 80% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 85% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 90% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Approx 95% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
Analysis complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Started analysis of Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 5% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 10% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 15% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 20% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 25% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 30% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 35% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 40% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 45% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 50% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 55% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 60% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 65% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 70% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 75% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 80% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 85% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 90% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
Approx 95% complete for Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:15,384] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/lib/python3.7/site-packages/multiqc_config.yaml
[2023-02-15 09:51:15,385] multiqc                                            [DEBUG  ]  No MultiQC config found: /home/cbird/.multiqc_config.yaml
[2023-02-15 09:51:15,385] multiqc                                            [DEBUG  ]  No MultiQC config found: multiqc_config.yaml
[2023-02-15 09:51:15,386] multiqc                                            [DEBUG  ]  Found command line config: {'max_table_rows': 3000}
[2023-02-15 09:51:15,386] multiqc                                            [DEBUG  ]  New config 'max_table_rows': 3000
[2023-02-15 09:51:15,386] multiqc                                            [DEBUG  ]  Command used: /opt/conda/bin/multiqc -v -p -ip -f --data-dir --data-format tsv --cl-config max_table_rows: 3000 --filename fqc_rprd_report --outdir ./fq_fp1_clmp_fp2_fqscrn_rprd ./fq_fp1_clmp_fp2_fqscrn_rprd
[2023-02-15 09:51:16,036] multiqc                                            [WARNING]  MultiQC Version v1.14 now available!
[2023-02-15 09:51:16,036] multiqc                                            [INFO   ]  This is MultiQC v1.9
[2023-02-15 09:51:16,037] multiqc                                            [DEBUG  ]  Command     : /opt/conda/bin/multiqc -v -p -ip -f --data-dir --data-format tsv --cl-config max_table_rows: 3000 --filename fqc_rprd_report --outdir ./fq_fp1_clmp_fp2_fqscrn_rprd ./fq_fp1_clmp_fp2_fqscrn_rprd
[2023-02-15 09:51:16,037] multiqc                                            [DEBUG  ]  Working dir : /home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/hypoatherina_temminckii
[2023-02-15 09:51:16,037] multiqc                                            [INFO   ]  Template    : default
[2023-02-15 09:51:16,037] multiqc                                            [DEBUG  ]  Running Python 3.7.7 (default, Jun 26 2020, 05:10:03)  [GCC 7.3.0]
[2023-02-15 09:51:16,037] multiqc                                            [INFO   ]  Searching   : /home/e1garcia/shotgun_PIRE/pire_cssl_data_processing/hypoatherina_temminckii/fq_fp1_clmp_fp2_fqscrn_rprd
[2023-02-15 09:51:16,037] multiqc                                            [DEBUG  ]  Analysing modules: custom_content, conpair, peddy, somalier, methylQA, mosdepth, phantompeakqualtools, qualimap, preseq, quast, qorts, rna_seqc, rockhopper, rsem, rseqc, busco, goleft_indexcov, disambiguate, supernova, deeptools, sargasso, verifybamid, mirtrace, happy, mirtop, homer, macs2, theta2, snpeff, gatk, htseq, bcftools, featureCounts, fgbio, dragen, dedup, damageprofiler, biobambam2, mtnucratio, picard, prokka, samblaster, samtools, sexdeterrmine, bamtools, jellyfish, vcftools, longranger, stacks, varscan2, bbmap, bismark, biscuit, hicexplorer, hicup, hicpro, salmon, kallisto, slamdunk, star, hisat2, tophat, bowtie2, bowtie1, snpsplit, kat, leehom, adapterRemoval, clipandmerge, cutadapt, flexbar, kaiju, kraken, malt, trimmomatic, sickle, skewer, sortmerna, biobloomtools, fastq_screen, afterqc, fastp, fastqc, pycoqc, minionqc, multivcfanalyzer, clusterflow, bcl2fastq, interop, ivar, flash, seqyclean
[2023-02-15 09:51:16,037] multiqc                                            [DEBUG  ]  Using temporary directory for creating report: /tmp/tmptvcd9u_w
[2023-02-15 09:51:16,192] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_045-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:16,218] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_029-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,225] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_029-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,287] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_029-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,293] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_029-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,351] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_061-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,357] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_061-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,413] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_027-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,420] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_027-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,463] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_004-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:16,476] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_063-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,483] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_063-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,528] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_057-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:16,541] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_033-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,547] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_033-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,590] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_061-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:16,604] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,610] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,651] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_029-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:16,652] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_003-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:16,667] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_002-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,673] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_002-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,730] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_050-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,736] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_050-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,782] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_017-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:16,783] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_002-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:16,784] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_015-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:16,797] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_048-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,803] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_048-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,860] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_046-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,866] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_046-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,923] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_014-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,929] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_014-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:16,989] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_019-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:16,995] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_019-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:17,039] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_004-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:17,053] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_056-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:17,059] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_056-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:17,103] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_059-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:17,116] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_063-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:17,122] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_063-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:17,167] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_010-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:17,167] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_011-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:17,167] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_048-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:17,168] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_017-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:17,182] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_062-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:17,188] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_062-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:17,234] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_020-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:17,234] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_012-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:17,249] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_020-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:17,255] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_020-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
[2023-02-15 09:51:17,298] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_034-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:17,298] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_007-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:17,298] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_019-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:17,300] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_030-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:17,300] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_063-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:17,300] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_025-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:17,300] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_012-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:17,300] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_049-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:17,314] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_058-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:17,320] multiqc                                            [DEBUG  ]  File ignored by longranger/invocation because it exceeded search pattern filesize limit: Hte-ATic_058-Ex1-cssl.clmp.fp2_repr.R1_fastqc.html
[2023-02-15 09:51:17,364] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_061-Ex1-cssl.clmp.fp2_repr.R2.fq.gz
[2023-02-15 09:51:17,365] multiqc                                            [DEBUG  ]  Ignoring file as matched an ignore pattern: Hte-ATic_041-Ex1-cssl.clmp.fp2_repr.R1.fq.gz
[2023-02-15 09:51:17,378] multiqc                                            [DEBUG  ]  File ignored by hicexplorer because it exceeded search pattern filesize limit: Hte-ATic_044-Ex1-cssl.clmp.fp2_repr.R2_fastqc.html
